species,decimalLatitude,decimalLongitude
Libellula cyanea,38.779075,-77.799338
Argia apicalis,36.084177,-89.63365
Argia tibialis,39.09815,-77.497094
Calopteryx maculata,47.048356,-94.373331
Libellula vibrans,39.54879,-75.06649
Calopteryx maculata,41.009447,-74.814835
Sympetrum vicinum,42.25146,-83.86568
Libellula luctuosa,42.448944,-78.862766
Libellula luctuosa,46.14199,-95.62521
Calopteryx maculata,43.435027,-79.901821
Sympetrum obtrusum,46.28691,-78.90375
Libellula vibrans,36.300814,-86.608745
Libellula luctuosa,40.48575,-78.271082
Libellula pulchella,42.76576,-82.92866
Libellula pulchella,42.23161,-84.46635
Libellula pulchella,44.50825,-73.26085
Libellula pulchella,41.99515,-71.78355
Argia apicalis,40.160208,-84.402121
Libellula luctuosa,35.68135,-83.8086
Argia fumipennis,40.685325,-74.379349
Libellula incesta,33.008096,-94.700061
Plathemis lydia,34.30685,-85.269556
Sympetrum vicinum,42.623672,-93.649438
Argia apicalis,30.51253,-96.20542
Sympetrum vicinum,34.4426,-85.1517
Libellula luctuosa,39.10577,-74.82642
Libellula vibrans,39.314823,-75.766406
Sympetrum vicinum,48.81613,-93.64875
Argia fumipennis,39.887369,-74.378622
Libellula incesta,39.49624,-75.07624
Argia tibialis,39.17054,-76.80763
Calopteryx maculata,33.93781,-81.07524
Argia moesta,38.00545,-78.39913
Libellula cyanea,37.598677,-79.319122
Libellula pulchella,38.97287,-103.4616
Plathemis lydia,35.8101,-86.4221
Argia moesta,41.804918,-73.97143
Hetaerina americana,26.94141,-108.8857
Aeshna umbrosa,40.097282,-84.646974
Plathemis lydia,40.05424,-88.00628
Hetaerina americana,39.49569,-75.07617
Calopteryx maculata,43.129189,-80.089571
Argia moesta,31.374125,-92.999257
Libellula luctuosa,38.688558,-75.476166
Libellula luctuosa,42.550788,-82.513126
Plathemis lydia,44.0043,-84.52783
Calopteryx maculata,32.53217,-94.84265
Argia apicalis,40.386468,-75.516458
Libellula luctuosa,46.215099,-77.893005
Argia fumipennis,38.97693,-75.53542
Argia sedula,30.944314,-103.788251
Argia apicalis,32.848676,-97.475763
Plathemis lydia,39.044548,-75.527439
Plathemis lydia,38.93289,-74.95763
Libellula luctuosa,35.086728,-106.6749
Libellula pulchella,42.6755,-118.36681
Libellula pulchella,40.10095,-75.24319
Libellula vibrans,37.172123,-78.009983
Plathemis lydia,42.21983,-84.42611
Argia fumipennis,39.58453,-74.90221
Sympetrum corruptum,45.73356,-122.63445
Plathemis lydia,38.523235,-77.370646
Calopteryx maculata,44.89113,-67.23047
Plathemis lydia,42.08164,-83.68189
Plathemis lydia,36.859234,-77.190781
Argia apicalis,38.97266,-99.8724
Libellula cyanea,43.317749,-70.710824
Argia fumipennis,41.858939,-70.671138
Argia apicalis,36.220136,-100.63866
Plathemis lydia,36.227997,-81.643602
Plathemis lydia,38.63404,-76.6797
Hetaerina titia,31.549297,-97.428987
Sympetrum ambiguum,40.38722,-87.97787
Calopteryx maculata,42.02659,-85.10456
Argia sedula,41.91174,-85.57491
Libellula incesta,37.559432,-77.544224
Libellula pulchella,42.3377,-89.06971
Sympetrum semicinctum,38.4964,-79.61371
Plathemis lydia,43.571466,-116.138152
Libellula incesta,39.31231,-75.15562
Libellula incesta,30.73221,-88.73014
Libellula incesta,42.60087,-84.59556
Libellula luctuosa,33.008096,-94.700061
Sympetrum vicinum,39.49426,-74.52946
Libellula incesta,29.93113,-95.94052
Argia apicalis,38.61802,-95.29306
Libellula pulchella,42.17922,-84.14771
Aeshna umbrosa,41.82861,-88.00527
Calopteryx maculata,39.18007,-76.8386
Libellula incesta,40.48575,-78.271082
Libellula incesta,33.721436,-94.685864
Calopteryx maculata,42.13681,-83.98071
Hetaerina americana,37.559432,-77.544224
Plathemis lydia,42.401828,-71.327647
Libellula pulchella,42.51092,-83.38059
Libellula luctuosa,41.82662,-85.48377
Argia apicalis,32.83431,-98.9748
Libellula luctuosa,42.94596,-84.416394
Libellula luctuosa,47.526608,-92.54316
Calopteryx maculata,31.05993,-94.27661
Sympetrum ambiguum,32.78461,-97.12334
Argia moesta,39.331296,-76.864508
Sympetrum ambiguum,40.264635,-75.781731
Plathemis lydia,36.31401,-84.21269
Libellula luctuosa,39.12076,-74.80881
Calopteryx maculata,42.08164,-83.68189
Argia tibialis,39.639194,-74.659731
Libellula vibrans,39.0243,-74.87445
Plathemis lydia,42.623672,-93.649438
Libellula luctuosa,40.194291,-87.718889
Libellula incesta,39.02415,-74.90002
Libellula luctuosa,38.49672,-79.61315
Argia fumipennis,39.58453,-74.90221
Argia fumipennis,34.124657,-100.396138
Argia apicalis,45.29425,-93.37344
Libellula incesta,37.337357,-77.1914
Sympetrum vicinum,42.28168,-88.98445
Argia fumipennis,40.886976,-92.248278
Plathemis lydia,39.484663,-81.274109
Hetaerina americana,32.983682,-110.771431
Libellula vibrans,42.20005,-88.95596
Libellula luctuosa,44.949194,-93.069341
Plathemis lydia,34.071108,-109.864369
Argia sedula,29.20003,-103.60578
Sympetrum ambiguum,39.024469,-74.875013
Plathemis lydia,39.8806,-75.079
Libellula incesta,39.10577,-74.82642
Libellula incesta,39.337187,-74.997016
Libellula pulchella,49.72736,-96.26836
Hetaerina americana,42.9352,-88.47432
Sympetrum corruptum,29.330161,-94.769356
Calopteryx maculata,42.176961,-84.092049
Libellula vibrans,38.724912,-75.755464
Libellula incesta,39.61276,-75.25419
Libellula luctuosa,38.72112,-76.64465
Sympetrum ambiguum,39.0243,-74.87445
Sympetrum corruptum,29.39313,-99.09076
Plathemis lydia,42.21945,-71.08637
Argia tibialis,42.09785,-83.29428
Plathemis lydia,42.199395,-89.155765
Hetaerina americana,38.27073,-104.71391
Libellula vibrans,39.20233,-74.81089
Libellula pulchella,43.400325,-88.010118
Argia fumipennis,42.424332,-83.493374
Plathemis lydia,30.72027,-97.40067
Plathemis lydia,34.25712,-103.34795
Libellula cyanea,40.1931,-87.71652
Libellula pulchella,39.13834,-77.56864
Plathemis lydia,43.15136,-79.16248
Libellula incesta,39.51625,-74.49654
Sympetrum vicinum,45.504107,-75.494619
Sympetrum corruptum,34.936511,-92.397377
Libellula pulchella,39.961886,-111.86048
Libellula pulchella,45.71222,-73.49687
Aeshna interrupta,52.10238,-106.63726
Libellula incesta,38.72112,-76.64465
Plathemis lydia,29.539772,-95.524721
Plathemis lydia,45.19824,-75.82309
Hetaerina americana,42.493616,-89.040029
Argia sedula,39.06726,-77.328448
Libellula pulchella,44.07227,-73.35419
Sympetrum vicinum,39.49624,-75.07624
Argia tibialis,30.202866,-83.924542
Argia apicalis,44.71588,-91.89694
Libellula incesta,39.279538,-75.783824
Argia sedula,31.793847,-111.015301
Hetaerina americana,35.995089,-92.21139
Libellula cyanea,43.304437,-70.751968
Aeshna interrupta,52.10238,-106.63726
Libellula pulchella,44.37844,-68.25035
Argia sedula,33.301983,-111.285379
Libellula luctuosa,39.3557,-100.1436
Libellula vibrans,38.933569,-74.95205
Sympetrum ambiguum,37.16639,-75.973424
Libellula incesta,41.06347,-75.50443
Calopteryx dimidiata,39.50161,-75.07965
Calopteryx maculata,40.09206,-88.28887
Sympetrum vicinum,42.083501,-75.971073
Libellula luctuosa,32.036875,-102.070792
Libellula pulchella,39.732348,-104.962891
Argia apicalis,43.077292,-89.404202
Libellula pulchella,44.39776,-68.246618
Hetaerina titia,28.632684,-81.095669
Argia moesta,42.20005,-88.95596
Libellula incesta,41.8674,-70.9873
Sympetrum ambiguum,37.337348,-77.19139
Libellula vibrans,38.571924,-76.573634
Libellula incesta,38.52538,-75.477937
Hetaerina americana,33.763,-80.677
Sympetrum semicinctum,46.99459,-107.88985
Libellula luctuosa,36.827432,-99.77442
Libellula luctuosa,42.695548,-70.875143
Plathemis lydia,42.650942,-81.763859
Libellula luctuosa,41.597347,-83.926123
Argia fumipennis,33.297122,-86.846736
Sympetrum vicinum,39.518543,-79.463691
Argia apicalis,39.6537,-97.8587
Plathemis lydia,42.406238,-71.454882
Libellula pulchella,39.0243,-74.87445
Calopteryx maculata,39.49624,-75.07604
Libellula pulchella,41.956394,-83.946008
Hetaerina americana,37.34167,-97.16744
Libellula luctuosa,29.86887,-97.92992
Libellula luctuosa,42.18973,-84.54529
Libellula vibrans,39.56322,-75.72975
Argia tibialis,32.37625,-81.31686
Libellula incesta,37.470528,-88.158462
Libellula incesta,39.12076,-74.80881
Libellula cyanea,40.11968,-82.83656
Libellula vibrans,38.93825,-74.9449
Libellula pulchella,42.20005,-88.95596
Plathemis lydia,42.062974,-71.16056
Plathemis lydia,40.00512,-75.04246
Plathemis lydia,43.381657,-80.067005
Sympetrum vicinum,42.20005,-88.95596
Libellula pulchella,33.050439,-110.898896
Argia fumipennis,36.27876,-81.612508
Libellula pulchella,43.914598,-90.82395
Libellula luctuosa,45.627967,-120.907624
Libellula cyanea,40.678476,-81.409279
Argia sedula,41.63053,-88.52414
Plathemis lydia,38.959028,-77.527921
Calopteryx maculata,44.37514,-90.70364
Calopteryx maculata,33.822122,-80.823533
Sympetrum corruptum,31.78773,-110.63616
Plathemis lydia,41.777119,-93.357308
Plathemis subornata,42.32632,-118.60619
Libellula luctuosa,43.63815,-72.412688
Libellula incesta,39.59684,-75.16517
Libellula pulchella,44.71289,-93.34481
Sympetrum vicinum,42.20005,-88.95596
Argia sedula,32.2974,-81.44972
Libellula incesta,34.115763,-84.495393
Libellula incesta,37.52724,-77.421554
Calopteryx aequabilis,44.02087,-91.30784
Hetaerina americana,43.077838,-81.795696
Plathemis lydia,38.621177,-78.802513
Libellula incesta,38.48349,-90.82399
Argia moesta,30.960598,-103.712073
Plathemis lydia,45.83638,-123.75395
Aeshna palmata,45.714249,-123.904085
Libellula luctuosa,33.826845,-84.738263
Libellula pulchella,43.009791,-82.350308
Plathemis lydia,41.913588,-71.10402
Libellula vibrans,30.263288,-95.562203
Libellula incesta,37.306315,-78.404276
Hetaerina americana,42.85126,-82.72287
Libellula pulchella,42.350483,-88.774152
Libellula cyanea,42.23161,-84.46635
Hetaerina americana,38.966049,-77.318012
Argia moesta,40.175304,-85.497835
Libellula luctuosa,40.05453,-87.98933
Aeshna umbrosa,41.87086,-88.12304
Libellula luctuosa,40.13533,-74.45804
Plathemis lydia,43.077177,-73.93632
Argia apicalis,38.966049,-77.318012
Sympetrum corruptum,45.63454,-122.6009
Argia tibialis,38.879744,-94.89628
Calopteryx maculata,35.984301,-88.947884
Plathemis lydia,38.758935,-75.723718
Argia fumipennis,44.354145,-68.244958
Libellula incesta,32.49427,-94.75349
Hetaerina americana,44.63047,-123.057415
Libellula cyanea,38.86598,-96.19229
Hetaerina vulnerata,35.000602,-111.739467
Libellula luctuosa,40.258765,-88.382129
Calopteryx maculata,45.77351,-93.76142
Argia apicalis,41.331471,-93.579081
Plathemis lydia,41.67203,-88.393754
Argia moesta,30.02379,-95.29431
Sympetrum vicinum,44.85614,-91.56731
Plathemis lydia,46.22019,-94.24354
Sympetrum ambiguum,35.33246,-94.26279
Plathemis lydia,44.309174,-96.793926
Argia apicalis,39.2229,-76.86921
Calopteryx maculata,41.577289,-88.078922
Argia apicalis,37.553024,-77.505203
Sympetrum semicinctum,43.591491,-116.206558
Libellula incesta,39.3427,-75.68399
Argia fumipennis,28.623841,-81.067387
Libellula incesta,27.477399,-82.429315
Argia fumipennis,37.395116,-78.639452
Aeshna umbrosa,42.20005,-88.95596
Plathemis lydia,44.7392,-73.13012
Libellula luctuosa,38.8293,-94.8335
Plathemis lydia,40.47316,-74.42569
Calopteryx maculata,30.455458,-95.196109
Argia fumipennis,38.701922,-77.539848
Libellula incesta,39.58453,-74.90221
Hetaerina americana,30.944314,-103.788251
Libellula luctuosa,42.23161,-84.46635
Aeshna umbrosa,35.899851,-84.142589
Hetaerina americana,42.18031,-88.95251
Calopteryx maculata,41.28165,-89.02873
Plathemis lydia,42.651006,-81.763859
Sympetrum corruptum,41.153988,-95.798376
Libellula luctuosa,43.217593,-81.911016
Libellula pulchella,40.9987,-74.47767
Sympetrum corruptum,43.378665,-76.657362
Argia sedula,41.56532,-87.39683
Aeshna constricta,43.57345,-73.40265
Plathemis lydia,37.337348,-77.19139
Sympetrum corruptum,33.62285,-101.891872
Plathemis lydia,42.39826,-71.20884
Calopteryx aequabilis,41.213451,-75.401715
Sympetrum vicinum,39.49624,-75.07624
Libellula cyanea,38.719552,-77.766413
Argia moesta,39.41609,-76.83029
Argia fumipennis,35.518279,-82.541294
Sympetrum vicinum,38.435741,-90.675659
Calopteryx dimidiata,42.636563,-71.659833
Libellula luctuosa,39.10577,-74.82642
Aeshna palmata,46.10277,-123.93666
Libellula luctuosa,44.266799,-96.763097
Sympetrum semicinctum,42.695548,-70.875143
Sympetrum semicinctum,46.05714,-95.77265
Libellula incesta,44.68368,-85.8075
Argia fumipennis,40.19939,-75.78895
Argia apicalis,31.514708,-97.085252
Libellula pulchella,43.597768,-116.181471
Calopteryx maculata,38.61802,-95.29306
Libellula pulchella,39.966932,-75.101059
Plathemis lydia,42.90075,-82.76715
Hetaerina americana,41.702633,-88.346628
Plathemis lydia,36.143031,-89.437247
Plathemis lydia,37.242651,-76.765364
Sympetrum vicinum,43.318544,-89.374342
Libellula vibrans,36.80573,-77.20459
Argia tibialis,31.530922,-95.167942
Argia moesta,36.4541,-99.29796
Libellula pulchella,45.293298,-75.815706
Libellula luctuosa,46.176818,-77.802086
Argia apicalis,32.703171,-100.910783
Sympetrum ambiguum,38.88276,-94.89048
Libellula luctuosa,42.716097,-75.09891
Libellula incesta,36.010145,-89.184116
Aeshna umbrosa,42.25146,-83.86568
Sympetrum semicinctum,40.8631,-74.75225
Argia moesta,41.63053,-88.52414
Sympetrum vicinum,41.372116,-76.21796
Plathemis lydia,39.10577,-74.82642
Libellula incesta,36.50798,-81.943907
Argia fumipennis,41.20102,-88.23391
Libellula pulchella,42.03398,-84.73546
Sympetrum vicinum,39.718082,-75.759665
Argia apicalis,35.780447,-79.154947
Argia fumipennis,39.46452,-76.32859
Sympetrum obtrusum,48.92622,-116.1778
Plathemis lydia,43.914598,-90.82395
Sympetrum corruptum,40.848166,-103.046395
Libellula cyanea,42.38609,-84.06283
Libellula luctuosa,44.274258,-96.76926
Argia apicalis,35.4614,-80.493094
Calopteryx aequabilis,47.41374,-91.24384
Sympetrum vicinum,45.30335,-75.83251
Libellula pulchella,41.21632,-89.321214
Libellula incesta,32.539813,-94.718145
Argia apicalis,36.273853,-89.079453
Libellula incesta,39.288569,-75.791106
Argia fumipennis,31.787502,-110.636061
Libellula vibrans,34.48986,-94.68432
Libellula luctuosa,39.698396,-78.938861
Argia tibialis,29.37065,-81.90085
Libellula luctuosa,32.885825,-97.281741
Sympetrum corruptum,33.35049,-93.18338
Libellula luctuosa,41.67725,-87.87152
Libellula luctuosa,35.952276,-83.865865
Sympetrum ambiguum,39.10577,-74.82642
Plathemis lydia,41.82865,-88.00522
Libellula luctuosa,42.695548,-70.875143
Argia sedula,32.846963,-117.005736
Argia moesta,40.75311,-74.9278
Sympetrum corruptum,32.309062,-110.81103
Libellula incesta,39.51625,-74.49654
Sympetrum vicinum,43.13927,-73.07162
Plathemis lydia,33.4911,-81.437886
Argia moesta,33.53376,-101.68259
Argia moesta,33.57282,-104.3767
Plathemis lydia,38.639676,-77.157347
Libellula luctuosa,30.427362,-97.730747
Libellula cyanea,39.303588,-75.091128
Plathemis lydia,37.33799,-77.19178
Libellula pulchella,29.67057,-95.10821
Hetaerina americana,36.05858,-93.2689
Plathemis lydia,45.83638,-123.75395
Libellula incesta,42.33482,-83.609358
Plathemis lydia,42.246156,-71.289654
Argia fumipennis,42.234628,-84.490405
Calopteryx maculata,43.363376,-89.938851
Argia apicalis,39.74653,-75.45582
Calopteryx maculata,35.78325,-83.95653
Libellula incesta,43.317533,-70.754988
Libellula pulchella,39.49624,-75.07624
Plathemis subornata,39.61039,-112.73041
Argia fumipennis,37.203562,-78.301166
Argia tibialis,38.756839,-75.729953
Argia tibialis,37.556514,-79.740008
Argia sedula,34.395,-85.2
Calopteryx maculata,41.943176,-83.945079
Plathemis lydia,43.229179,-96.48298
Libellula cyanea,41.67147,-71.69201
Aeshna umbrosa,46.28315,-122.271743
Sympetrum corruptum,34.66013,-106.741265
Calopteryx maculata,31.058199,-94.158734
Argia apicalis,40.65212,-93.84538
Plathemis lydia,37.676897,-77.50832
Libellula incesta,39.51625,-74.49654
Plathemis lydia,38.93289,-74.95763
Libellula vibrans,36.151508,-78.297678
Plathemis lydia,44.1762,-72.42369
Plathemis lydia,30.13861,-95.167154
Sympetrum corruptum,34.071108,-109.864369
Sympetrum semicinctum,41.48955,-75.83348
Libellula incesta,39.482098,-74.525544
Hetaerina americana,46.414942,-94.797169
Sympetrum vicinum,42.88338,-83.43907
Argia moesta,35.716608,-79.09591
Sympetrum semicinctum,45.8962,-93.5599
Libellula vibrans,34.67442,-82.822812
Plathemis lydia,34.675151,-82.819433
Libellula incesta,38.879744,-94.89628
Argia fumipennis,39.442425,-74.66581
Libellula luctuosa,32.501447,-94.755213
Argia fumipennis,44.37442,-90.7038
Calopteryx aequabilis,44.26184,-96.702618
Libellula luctuosa,42.23885,-84.93605
Sympetrum ambiguum,33.81119,-93.7698
Hetaerina titia,29.58723,-95.372517
Libellula vibrans,30.356594,-94.095442
Libellula incesta,39.77886,-74.54189
Hetaerina americana,33.548998,-111.569016
Libellula cyanea,39.5426,-75.7526
Calopteryx maculata,39.416701,-76.831126
Calopteryx maculata,37.195769,-80.4827
Sympetrum semicinctum,43.61513,-116.227639
Sympetrum corruptum,39.014824,-96.519263
Argia apicalis,43.65339,-73.22174
Calopteryx dimidiata,35.241567,-84.317708
Argia moesta,33.514698,-111.686042
Plathemis lydia,32.885825,-97.281741
Plathemis lydia,40.05424,-88.00628
Calopteryx aequabilis,47.639196,-91.533537
Libellula pulchella,41.88,-71.1265
Libellula vibrans,39.49624,-75.07624
Plathemis lydia,40.06393,-87.98273
Sympetrum obtrusum,46.226157,-78.033085
Hetaerina americana,41.318216,-94.004654
Libellula luctuosa,40.56515,-105.01538
Libellula pulchella,39.14386,-96.29615
Calopteryx aequabilis,42.455888,-122.856674
Libellula luctuosa,43.077631,-81.795171
Argia fumipennis,38.89593,-78.15046
Sympetrum vicinum,43.166997,-80.330392
Plathemis lydia,38.49004,-76.59176
Calopteryx maculata,42.80926,-84.38762
Libellula cyanea,35.26181,-80.71945
Sympetrum corruptum,35.96694,-100.85555
Sympetrum ambiguum,39.0243,-74.87445
Plathemis lydia,42.281436,-72.339806
Argia moesta,46.313775,-64.729081
Hetaerina americana,34.318672,-112.074068
Plathemis lydia,39.055164,-77.380934
Sympetrum corruptum,31.78206,-110.88693
Calopteryx maculata,40.00844,-75.04156
Calopteryx maculata,43.916644,-80.433211
Argia moesta,39.718082,-75.759665
Libellula incesta,42.0939,-71.6221
Sympetrum semicinctum,42.675451,-70.888774
Libellula luctuosa,39.12076,-74.80881
Libellula incesta,39.4966,-75.07568
Argia sedula,30.6489,-97.90995
Argia fumipennis,32.11015,-104.46886
Argia apicalis,36.42424,-99.37303
Sympetrum ambiguum,39.12076,-74.80881
Libellula pulchella,42.319304,-75.406337
Libellula pulchella,40.572485,-91.42421
Libellula incesta,39.6689,-74.32104
Plathemis lydia,32.57833,-101.13583
Argia tibialis,35.519926,-85.675827
Aeshna umbrosa,43.43334,-72.44107
Plathemis lydia,42.062974,-71.16056
Calopteryx dimidiata,33.86304,-81.23413
Sympetrum semicinctum,46.41728,-108.59135
Argia fumipennis,39.138305,-77.568382
Libellula luctuosa,39.56313,-75.72988
Libellula vibrans,38.916557,-75.944473
Argia moesta,30.192747,-97.610844
Libellula luctuosa,39.620556,-104.935556
Argia apicalis,39.11308,-90.70171
Plathemis lydia,30.462435,-97.760816
Libellula incesta,34.144826,-82.007108
Argia moesta,42.0636,-83.24973
Libellula pulchella,42.08164,-83.68189
Plathemis lydia,42.05778,-71.28331
Sympetrum corruptum,32.328276,-111.119147
Sympetrum vicinum,43.106706,-80.051299
Sympetrum semicinctum,47.02458,-112.92452
Plathemis lydia,33.561147,-101.796736
Plathemis lydia,39.776726,-74.537908
Hetaerina americana,42.20796,-84.39581
Argia apicalis,41.96975,-83.56896
Libellula incesta,38.997272,-75.786322
Plathemis lydia,49.657252,-96.637909
Libellula cyanea,39.544164,-75.743471
Sympetrum ambiguum,41.83094,-87.89149
Libellula incesta,42.0112,-71.1258
Libellula pulchella,40.088352,-121.42528
Plathemis lydia,42.623672,-93.649438
Aeshna interrupta,45.5826,-78.3673
Sympetrum obtrusum,44.321861,-72.336123
Aeshna umbrosa,42.301147,-71.613532
Libellula luctuosa,34.28765,-86.26692
Calopteryx maculata,40.58621,-81.29802
Plathemis lydia,41.952185,-89.389833
Libellula incesta,32.490592,-94.779973
Plathemis lydia,43.202718,-93.079262
Calopteryx maculata,44.320491,-72.320194
Calopteryx dimidiata,38.616079,-75.308926
Libellula pulchella,42.06864,-84.83419
Calopteryx maculata,37.97149,-78.61832
Argia moesta,36.861819,-82.770914
Argia fumipennis,41.853772,-70.68007
Argia moesta,29.76049,-95.57221
Sympetrum corruptum,35.551223,-105.166969
Sympetrum semicinctum,45.61809,-121.14082
Plathemis lydia,35.791913,-78.298986
Calopteryx maculata,44.15516,-73.14142
Libellula pulchella,44.234914,-90.882354
Plathemis lydia,40.18376,-111.64739
Plathemis lydia,39.933993,-75.519226
Libellula pulchella,42.37282,-71.28181
Libellula pulchella,40.37005,-87.96397
Sympetrum ambiguum,39.0028,-74.9474
Argia fumipennis,29.666434,-100.029811
Libellula luctuosa,41.616022,-88.458427
Libellula pulchella,46.22019,-94.24354
Sympetrum ambiguum,39.10577,-74.82642
Argia tibialis,41.16318,-87.65472
Sympetrum ambiguum,31.61075,-97.306237
Libellula luctuosa,41.63053,-88.52414
Libellula luctuosa,39.017308,-77.40576
Argia apicalis,39.03002,-77.47226
Libellula incesta,39.541919,-75.76665
Libellula luctuosa,29.8868,-97.93776
Libellula luctuosa,39.541296,-75.772012
Argia fumipennis,38.042683,-78.452846
Argia tibialis,30.724054,-86.791611
Argia sedula,29.209146,-99.778225
Sympetrum corruptum,40.527574,-78.021908
Libellula vibrans,39.07251,-77.39383
Argia moesta,38.816418,-77.670627
Libellula vibrans,29.51259,-95.139019
Hetaerina americana,42.57388,-88.93829
Plathemis lydia,38.680478,-77.826065
Sympetrum corruptum,35.621199,-95.185384
Plathemis lydia,38.916557,-75.944473
Libellula pulchella,45.02155,-93.0577
Libellula incesta,35.936725,-95.176834
Argia sedula,29.3864,-95.0114
Libellula cyanea,33.90814,-83.9149
Hetaerina titia,29.340629,-98.884642
Plathemis lydia,39.31505,-75.1549
Calopteryx maculata,38.698468,-77.916796
Libellula pulchella,38.878855,-94.903078
Libellula pulchella,42.39133,-83.53277
Argia sedula,32.805147,-109.862002
Argia moesta,32.543594,-104.365354
Calopteryx maculata,41.911145,-70.646521
Libellula luctuosa,45.78799,-122.5552
Libellula incesta,36.010145,-89.184116
Sympetrum vicinum,42.25146,-83.86568
Libellula luctuosa,44.9617,-72.87463
Calopteryx dimidiata,42.636563,-71.659833
Argia apicalis,38.82998,-75.24837
Libellula incesta,44.3252,-72.33905
Libellula incesta,37.05723,-80.6204
Libellula vibrans,38.037159,-94.658972
Libellula luctuosa,39.120817,-77.589659
Argia tibialis,42.176961,-84.092049
Argia apicalis,26.128318,-97.958071
Sympetrum vicinum,39.0243,-74.87445
Libellula cyanea,39.36691,-75.00147
Argia apicalis,45.480133,-92.873309
Argia tibialis,39.12169,-84.40413
Argia sedula,33.06051,-109.4387
Calopteryx maculata,44.77999,-63.68766
Calopteryx dimidiata,39.70301,-74.94352
Hetaerina americana,34.20706,-96.642611
Argia moesta,42.636563,-71.659833
Argia apicalis,42.3377,-89.06971
Plathemis lydia,38.48551,-76.591909
Sympetrum ambiguum,39.07891,-77.38053
Libellula luctuosa,37.961794,-87.618542
Aeshna canadensis,46.276395,-78.478042
Plathemis lydia,42.2589,-88.91003
Argia apicalis,42.709853,-81.976855
Plathemis lydia,40.64705,-81.01433
Aeshna canadensis,46.564163,-85.04288
Argia fumipennis,35.26674,-85.71739
Argia sedula,29.550884,-98.230707
Argia moesta,42.09262,-83.29308
Plathemis lydia,35.820634,-79.027503
Aeshna palmata,57.052675,-135.309281
Libellula pulchella,40.88052,-74.72005
Libellula incesta,36.359433,-94.27726
Libellula vibrans,26.22737,-80.18608
Libellula incesta,41.147282,-74.93873
Libellula pulchella,38.514822,-95.692463
Libellula luctuosa,42.76666,-82.92706
Libellula vibrans,35.329943,-84.435752
Hetaerina americana,42.23465,-84.490398
Aeshna umbrosa,48.05351,-108.31561
Libellula incesta,42.568867,-72.272282
Argia apicalis,28.816754,-97.019144
Sympetrum corruptum,43.60162,-116.18457
Libellula vibrans,39.615322,-76.541065
Libellula luctuosa,40.65212,-93.84538
Sympetrum vicinum,39.6562,-75.05104
Plathemis lydia,43.202718,-93.079262
Argia apicalis,38.42364,-95.88814
Argia fumipennis,44.33324,-90.69929
Libellula cyanea,40.005624,-74.317292
Libellula incesta,36.258815,-89.683798
Hetaerina titia,29.491338,-97.450281
Plathemis lydia,42.16321,-84.42657
Libellula incesta,27.4012,-80.37866
Aeshna constricta,43.23408,-80.204685
Hetaerina americana,34.6441,-86.47289
Sympetrum vicinum,39.80678,-74.55352
Plathemis lydia,39.9127,-75.4394
Libellula luctuosa,42.20005,-88.95596
Sympetrum obtrusum,46.64543,-111.87611
Libellula cyanea,38.618905,-75.306976
Libellula cyanea,42.12761,-84.40238
Sympetrum corruptum,36.022689,-95.747543
Libellula vibrans,30.426089,-84.315998
Sympetrum vicinum,39.442425,-74.66581
Plathemis lydia,45.36933,-122.40169
Argia fumipennis,43.08807,-72.57714
Hetaerina americana,39.718082,-75.759665
Libellula incesta,39.372706,-75.06176
Argia tibialis,42.224383,-84.459224
Sympetrum semicinctum,44.85391,-91.54426
Plathemis lydia,32.47349,-97.41207
Argia apicalis,38.916557,-75.944473
Hetaerina titia,30.03014,-95.2949
Argia tibialis,38.389646,-95.248098
Argia tibialis,40.85965,-81.49849
Libellula luctuosa,34.734098,-98.520459
Sympetrum corruptum,35.979315,-105.914967
Argia tibialis,42.07916,-83.6764
Plathemis lydia,38.9598,-77.52765
Libellula vibrans,29.000507,-96.528307
Argia fumipennis,35.57615,-82.48505
Argia apicalis,42.16498,-89.09186
Libellula luctuosa,44.81865,-78.77748
Libellula luctuosa,45.3738,-75.79698
Libellula vibrans,36.16998,-79.83205
Sympetrum vicinum,45.89448,-123.95444
Calopteryx maculata,40.146536,-84.744639
Sympetrum semicinctum,47.92264,-111.73291
Argia apicalis,39.071389,-94.92535
Argia moesta,37.881255,-77.498791
Argia sedula,34.72999,-92.35507
Calopteryx aequabilis,43.62325,-73.14109
Calopteryx maculata,41.623941,-71.482167
Sympetrum vicinum,39.12076,-74.80881
Argia apicalis,26.18533,-98.38011
Libellula pulchella,40.65212,-93.84538
Sympetrum vicinum,39.541919,-75.76665
Plathemis lydia,38.571924,-76.573634
Libellula luctuosa,40.58621,-81.29802
Hetaerina americana,33.560002,-101.793821
Libellula pulchella,42.60087,-84.59556
Plathemis lydia,43.404527,-89.224467
Sympetrum corruptum,35.47061,-88.05309
Sympetrum corruptum,35.901156,-105.98612
Sympetrum vicinum,32.11015,-104.46886
Aeshna umbrosa,49.17022,-99.672367
Libellula incesta,29.857769,-95.161605
Libellula luctuosa,35.972532,-94.356394
Argia fumipennis,38.9687,-75.62608
Plathemis lydia,34.56366,-80.225304
Plathemis lydia,35.83596,-106.1608
Plathemis subornata,42.32632,-118.60619
Libellula pulchella,39.024469,-74.875013
Calopteryx maculata,39.718082,-75.759665
Libellula pulchella,42.43952,-122.86989
Plathemis lydia,35.14165,-89.8549
