species,decimalLatitude,decimalLongitude
Libellula luctuosa,40.65212,-93.84538
Plathemis lydia,42.3377,-89.06971
Plathemis lydia,42.8966,-91.767534
Libellula incesta,43.040557,-71.987153
Plathemis lydia,47.53218,-117.42399
Plathemis lydia,43.317749,-70.710824
Hetaerina vulnerata,34.999532,-111.756272
Plathemis lydia,41.867915,-88.062228
Sympetrum corruptum,30.328,-93.52958
Libellula luctuosa,32.607723,-103.955998
Plathemis lydia,41.82475,-70.9027
Libellula luctuosa,39.50675,-75.12868
Libellula incesta,40.200634,-75.785372
Libellula luctuosa,44.85391,-91.54426
Libellula cyanea,35.1861,-83.3741
Libellula luctuosa,40.607852,-83.149348
Argia sedula,26.129405,-97.908751
Argia apicalis,41.964188,-70.915589
Calopteryx angustipennis,39.648941,-78.344152
Plathemis lydia,38.835827,-75.275456
Libellula pulchella,41.959949,-82.528598
Argia apicalis,26.129405,-97.908751
Hetaerina titia,42.320573,-89.359789
Argia fumipennis,38.776402,-77.795477
Libellula vibrans,39.13337,-74.84763
Libellula incesta,39.93085,-75.49901
Plathemis lydia,38.64282,-89.34886
Calopteryx maculata,39.50149,-75.07983
Libellula incesta,41.28453,-75.0926
Aeshna palmata,46.09453,-123.93348
Libellula pulchella,44.882623,-93.684802
Plathemis lydia,42.12761,-84.40238
Calopteryx aequabilis,44.77999,-63.68766
Argia sedula,33.454108,-111.946206
Argia fumipennis,38.756839,-75.729953
Hetaerina americana,33.549445,-111.642476
Libellula incesta,39.31211,-75.15531
Argia sedula,34.4426,-85.1517
Calopteryx maculata,42.16651,-84.57356
Libellula incesta,39.49624,-75.07624
Argia apicalis,41.94922,-83.94174
Plathemis lydia,40.057807,-83.796136
Aeshna umbrosa,49.511452,-123.961384
Libellula luctuosa,37.394627,-78.640678
Sympetrum corruptum,32.809827,-103.751434
Plathemis lydia,42.0697,-71.59475
Hetaerina vulnerata,31.77597,-109.312671
Plathemis lydia,42.439084,-84.555525
Plathemis lydia,32.307621,-95.215466
Sympetrum semicinctum,50.706428,-97.041542
Argia sedula,38.966049,-77.318012
Plathemis lydia,35.84808,-94.68359
Libellula pulchella,42.33813,-89.0736
Calopteryx maculata,38.7602,-75.72154
Hetaerina americana,27.061285,-108.754278
Argia apicalis,38.10635,-92.63966
Libellula incesta,39.053984,-77.037939
Plathemis lydia,44.494301,-84.400663
Libellula incesta,40.297023,-74.867663
Libellula luctuosa,39.93085,-75.49901
Argia fumipennis,40.65212,-93.84538
Aeshna canadensis,45.890636,-89.724295
Plathemis lydia,39.682069,-75.759845
Sympetrum vicinum,39.276848,-74.729988
Sympetrum ambiguum,29.830484,-95.597759
Calopteryx maculata,45.566332,-92.862794
Argia sedula,32.37585,-111.11401
Argia moesta,42.90075,-82.76715
Plathemis lydia,39.615322,-76.541065
Argia fumipennis,39.7116,-74.7437
Libellula pulchella,43.148176,-80.179851
Libellula cyanea,35.141698,-82.814298
Libellula luctuosa,40.37005,-87.96397
Sympetrum semicinctum,35.16588,-106.67343
Plathemis lydia,42.33114,-89.06346
Libellula incesta,40.5121,-81.53875
Aeshna umbrosa,42.25834,-83.70762
Libellula pulchella,32.53864,-94.72965
Argia fumipennis,34.005108,-84.381006
Argia moesta,35.63545,-94.40796
Aeshna umbrosa,42.99173,-72.53195
Plathemis lydia,38.93825,-74.9449
Calopteryx maculata,41.512182,-71.022261
Sympetrum corruptum,32.862311,-97.292763
Sympetrum vicinum,43.71419,-72.903
Libellula pulchella,42.6255,-84.40558
Libellula incesta,39.58076,-75.06026
Libellula luctuosa,29.39313,-99.09076
Libellula pulchella,45.30335,-75.83251
Libellula pulchella,38.28174,-94.73495
Libellula luctuosa,33.044263,-97.056455
Argia fumipennis,42.062708,-71.164412
Libellula luctuosa,42.289723,-72.645603
Libellula vibrans,35.51015,-89.26487
Aeshna umbrosa,42.25146,-83.86568
Sympetrum obtrusum,44.3484,-106.68085
Sympetrum semicinctum,39.74393,-75.64156
Libellula incesta,42.296087,-83.745099
Sympetrum vicinum,32.11015,-104.46886
Libellula luctuosa,38.919546,-95.236782
Argia moesta,38.87491,-94.51029
Libellula pulchella,43.092,-77.50485
Libellula luctuosa,44.32304,-72.47672
Plathemis lydia,42.07,-71.16
Argia moesta,34.466346,-78.1693
Plathemis lydia,42.09262,-83.29308
Argia fumipennis,32.11015,-104.46886
Libellula vibrans,41.76197,-71.01412
Argia sedula,42.07136,-83.97992
Argia apicalis,38.77645,-77.42155
Plathemis lydia,44.316368,-81.268253
Sympetrum obtrusum,43.050278,-80.265203
Libellula luctuosa,35.986807,-95.376792
Argia fumipennis,41.63053,-88.52414
Libellula luctuosa,38.571924,-76.573634
Argia moesta,33.072411,-109.298435
Argia apicalis,42.19928,-88.97988
Sympetrum vicinum,39.13337,-74.84763
Plathemis lydia,37.278309,-91.827858
Libellula incesta,38.571924,-76.573634
Calopteryx aequabilis,42.499889,-71.623302
Argia fumipennis,38.036041,-78.508299
Argia moesta,29.58723,-95.372517
Sympetrum semicinctum,45.27252,-75.85428
Aeshna umbrosa,41.82475,-70.9027
Plathemis lydia,42.318039,-83.599819
Plathemis lydia,42.55219,-71.37062
Argia fumipennis,41.68331,-71.77458
Plathemis lydia,41.55336,-76.32682
Argia tibialis,32.49378,-94.75777
Sympetrum corruptum,41.347074,-122.560589
Argia sedula,32.963565,-97.019634
Libellula luctuosa,45.02119,-93.0578
Calopteryx maculata,42.616573,-83.19187
Libellula incesta,39.80717,-74.55184
Libellula pulchella,42.20005,-88.95596
Libellula pulchella,42.28168,-88.98445
Calopteryx maculata,42.05007,-84.6708
Argia fumipennis,42.14648,-78.23008
Argia fumipennis,38.7602,-75.72154
Sympetrum vicinum,43.6906,-73.02565
Libellula luctuosa,46.32788,-95.66566
Plathemis lydia,42.4557,-89.11114
Libellula vibrans,38.526517,-77.381682
Sympetrum semicinctum,43.07907,-112.68541
Libellula incesta,40.91554,-81.46599
Argia apicalis,39.053876,-77.288915
Sympetrum vicinum,35.69373,-95.21436
Libellula incesta,46.28691,-78.90375
Sympetrum obtrusum,43.116453,-80.267743
Hetaerina americana,42.890506,-100.311898
Sympetrum vicinum,39.54581,-74.75166
Calopteryx maculata,42.69698,-84.37859
Libellula luctuosa,39.674097,-74.900968
Libellula incesta,39.276848,-74.729988
Sympetrum obtrusum,45.398408,-93.162261
Libellula luctuosa,43.65988,-73.23258
Argia moesta,30.192747,-97.610844
Argia tibialis,42.09114,-83.9755
Plathemis lydia,42.678268,-96.522757
Libellula incesta,36.47877,-84.86012
Plathemis lydia,43.597768,-116.181471
Argia tibialis,42.51949,-89.30634
Libellula luctuosa,41.956394,-83.946008
Libellula pulchella,42.18031,-88.95251
Calopteryx maculata,39.53165,-75.04356
Sympetrum vicinum,39.337187,-74.997016
Sympetrum vicinum,39.5426,-75.7526
Aeshna palmata,47.02458,-112.92452
Calopteryx maculata,38.955933,-94.974342
Hetaerina americana,36.884706,-78.705919
Sympetrum corruptum,33.364388,-111.734693
Calopteryx maculata,39.49624,-75.07604
Plathemis lydia,34.44334,-85.1492
Libellula incesta,37.608989,-77.724662
Aeshna umbrosa,49.87024,-96.10081
Libellula vibrans,33.297122,-86.846736
Libellula luctuosa,39.817995,-75.570517
Libellula incesta,39.497085,-75.077021
Libellula incesta,39.50199,-75.0794
Libellula luctuosa,39.12076,-74.80881
Plathemis lydia,41.7642,-70.634
Plathemis lydia,41.758003,-93.74961
Libellula luctuosa,43.75743,-72.23421
Libellula pulchella,35.754655,-78.960325
Libellula luctuosa,29.891386,-97.931567
Libellula luctuosa,43.269149,-81.811563
Libellula pulchella,43.914598,-90.82395
Sympetrum ambiguum,39.373965,-75.718448
Aeshna canadensis,46.06161,-89.92146
Libellula incesta,42.933621,-80.312921
Plathemis lydia,44.44446,-73.22453
Plathemis lydia,43.61513,-116.227639
Aeshna interrupta,52.10238,-106.63726
Plathemis lydia,42.20005,-88.95596
Sympetrum semicinctum,43.61513,-116.227639
Argia sedula,34.067372,-112.158362
Hetaerina americana,34.28479,-118.22465
Sympetrum vicinum,42.087522,-70.679512
Libellula incesta,32.85578,-97.47876
Calopteryx maculata,46.268028,-90.952316
Hetaerina americana,48.110254,-96.18306
Argia sedula,32.278907,-111.022493
Sympetrum corruptum,38.54132,-99.27667
Libellula luctuosa,32.6357,-95.45923
Argia moesta,38.48349,-90.82399
Sympetrum vicinum,44.67032,-93.29631
Argia fumipennis,43.66384,-73.04496
Argia tibialis,38.00545,-78.39913
Libellula luctuosa,42.43912,-84.56021
Argia moesta,29.4833,-97.449
Hetaerina americana,46.27326,-107.31844
Libellula incesta,35.780813,-83.989814
Libellula luctuosa,33.066052,-96.974144
Argia fumipennis,42.027058,-70.712926
Argia fumipennis,41.717869,-72.722238
Plathemis lydia,41.438479,-95.978825
Argia fumipennis,28.63136,-81.12381
Aeshna umbrosa,44.66098,-66.79081
Libellula luctuosa,39.04178,-74.85083
Argia tibialis,40.751981,-84.334024
Aeshna canadensis,44.82483,-67.16572
Aeshna constricta,42.774812,-90.000022
Argia fumipennis,39.02651,-77.600952
Plathemis lydia,42.745688,-103.003939
Libellula vibrans,39.0243,-74.87445
Plathemis lydia,40.945823,-81.192157
Plathemis lydia,35.782971,-79.041582
Libellula vibrans,35.782971,-79.041582
Argia moesta,44.307422,-84.549676
Argia tibialis,42.11259,-84.2467
Libellula luctuosa,40.39124,-76.93993
Argia tibialis,39.96605,-74.213302
Plathemis lydia,46.55412,-80.87478
Plathemis lydia,39.0701,-77.44808
Libellula cyanea,38.88264,-94.89134
Libellula luctuosa,42.352712,-75.29258
Plathemis lydia,38.693101,-78.130138
Libellula cyanea,38.90434,-75.48624
Plathemis lydia,38.93289,-74.95763
Libellula incesta,36.151508,-78.297678
Libellula incesta,33.390352,-86.724658
Argia fumipennis,40.85965,-81.49849
Libellula luctuosa,32.615511,-96.490866
Plathemis lydia,36.57376,-76.157944
Libellula cyanea,39.93085,-75.49901
Plathemis lydia,37.559432,-77.544224
Aeshna interrupta,40.839998,-105.533765
Libellula incesta,39.202315,-74.811423
Aeshna canadensis,45.51786,-75.83862
Calopteryx aequabilis,44.71628,-91.89699
Libellula incesta,39.02415,-74.90002
Libellula cyanea,39.06007,-75.63694
Calopteryx maculata,30.95195,-94.427581
Plathemis lydia,43.591491,-116.206558
Libellula luctuosa,42.06864,-84.83419
Argia apicalis,42.18973,-84.54529
Plathemis lydia,28.816754,-97.019144
Sympetrum obtrusum,44.898595,-93.197094
Libellula cyanea,31.98629,-95.88816
Argia apicalis,42.043904,-85.203907
Argia apicalis,37.659728,-77.922978
Sympetrum corruptum,30.986694,-103.70694
Argia fumipennis,39.9127,-75.4394
Aeshna interrupta,48.31146,-120.277432
Argia moesta,29.593145,-97.586415
Libellula incesta,41.8674,-70.9873
Plathemis lydia,45.907364,-74.257665
Libellula luctuosa,38.526517,-77.381682
Aeshna constricta,42.18535,-71.25015
Plathemis lydia,31.058078,-98.487697
Aeshna palmata,42.3765,-122.20296
Plathemis lydia,38.01319,-94.05937
Argia sedula,29.484608,-97.448081
Plathemis lydia,39.46953,-74.44556
Libellula pulchella,42.291307,-71.265638
Argia tibialis,38.64186,-82.32554
Calopteryx maculata,42.24057,-83.04453
Libellula luctuosa,33.665952,-101.157636
Calopteryx maculata,35.251106,-84.29235
Sympetrum ambiguum,35.756815,-88.851922
Libellula incesta,28.72174,-81.30692
Argia apicalis,40.62494,-81.59528
Argia sedula,33.301983,-111.285379
Sympetrum obtrusum,48.31146,-120.277432
Libellula incesta,42.0703,-71.102
Libellula luctuosa,38.385468,-76.409655
Hetaerina americana,39.798642,-75.660485
Calopteryx maculata,38.571924,-76.573634
Libellula incesta,35.883282,-78.875747
Sympetrum vicinum,39.565935,-79.239795
Sympetrum vicinum,42.25146,-83.86568
Libellula luctuosa,34.9494,-83.8476
Calopteryx maculata,44.88695,-67.26714
Argia fumipennis,39.7589,-74.88397
Argia moesta,39.02651,-77.600952
Argia moesta,36.38243,-103.01228
Calopteryx dimidiata,34.0281,-79.30804
Libellula incesta,32.44386,-93.70108
Libellula pulchella,45.27252,-75.85428
Plathemis lydia,39.330513,-75.521393
Libellula incesta,38.3841,-76.43418
Argia tibialis,42.061091,-84.325
Plathemis lydia,44.271939,-96.773672
Sympetrum vicinum,42.09846,-83.44635
Plathemis lydia,38.39564,-76.42935
Argia sedula,29.590268,-97.584765
Argia apicalis,42.34981,-89.23782
Libellula pulchella,41.23901,-74.7358
Plathemis lydia,41.824942,-70.904176
Sympetrum ambiguum,39.31231,-75.15562
Libellula cyanea,36.36421,-95.99372
Argia sedula,26.083112,-98.135118
Sympetrum semicinctum,37.819629,-106.297703
Argia sedula,34.835646,-78.825402
Libellula incesta,40.00844,-75.04156
Plathemis lydia,43.084576,-81.8176
Argia moesta,30.541281,-96.333079
Plathemis lydia,35.1305,-106.6828
Libellula cyanea,38.879744,-94.89628
Argia moesta,35.57294,-94.55714
Hetaerina americana,42.08164,-83.68189
Sympetrum corruptum,40.6268,-105.0497
Libellula luctuosa,40.200946,-87.725503
Libellula luctuosa,42.81954,-91.883815
Libellula luctuosa,40.042394,-105.191
Argia tibialis,39.091383,-77.329721
Sympetrum corruptum,39.722131,-121.712082
Libellula luctuosa,42.232703,-84.465219
Libellula vibrans,35.15084,-94.98038
Libellula incesta,39.105862,-74.827338
Sympetrum vicinum,42.28168,-88.98445
Aeshna interrupta,53.21117,-105.71491
Libellula incesta,39.48984,-74.5218
Argia apicalis,34.458925,-78.632032
Libellula luctuosa,43.114912,-80.235015
Argia apicalis,41.82839,-87.92058
Plathemis lydia,44.274258,-96.76926
Plathemis lydia,41.01261,-81.39383
Aeshna palmata,37.89488,-109.46825
Plathemis lydia,37.41983,-77.313216
Plathemis lydia,36.519739,-86.237874
Sympetrum vicinum,46.28315,-122.271743
Argia sedula,33.316027,-104.33261
Hetaerina americana,42.20005,-88.95596
Plathemis subornata,33.435923,-104.40544
Calopteryx maculata,45.65711,-60.97276
Libellula pulchella,41.688035,-93.735212
Sympetrum corruptum,48.88533,-109.39363
Calopteryx maculata,42.05134,-84.41083
Libellula pulchella,39.67427,-74.90056
Aeshna constricta,43.58327,-73.4226
Plathemis lydia,37.676897,-77.50832
Argia apicalis,40.09155,-75.22481
Argia sedula,27.24714,-82.305147
Sympetrum obtrusum,47.37781,-113.62532
Libellula cyanea,40.16,-77.48
Argia apicalis,49.19481,-95.32908
Sympetrum semicinctum,38.710758,-108.033217
Plathemis lydia,42.61676,-124.39557
Libellula luctuosa,42.31828,-89.3634
Argia apicalis,37.218112,-77.523127
Sympetrum obtrusum,43.17629,-87.8906
Argia apicalis,39.56322,-75.72975
Libellula incesta,37.457661,-76.54577
Sympetrum vicinum,44.950906,-93.07118
Libellula luctuosa,42.68913,-70.876124
Plathemis lydia,43.17909,-83.7328
Argia fumipennis,36.27348,-86.904688
Aeshna canadensis,45.30335,-75.83251
Aeshna canadensis,45.944447,-84.739439
Argia sedula,32.885825,-97.281741
Argia fumipennis,33.743674,-78.881182
Aeshna palmata,44.59158,-104.40726
Sympetrum corruptum,27.04228,-109.00777
Argia moesta,29.340629,-98.884642
Calopteryx maculata,38.571924,-76.573634
Libellula pulchella,43.202718,-93.079262
Calopteryx aequabilis,44.0153,-89.3077
Libellula vibrans,35.964625,-89.134228
Plathemis lydia,40.973711,-74.501012
Plathemis lydia,43.17168,-72.60646
Libellula luctuosa,42.17917,-84.14789
Hetaerina titia,42.31727,-89.36364
Sympetrum semicinctum,43.571819,-116.141109
Plathemis lydia,37.67606,-77.94764
Hetaerina titia,42.153539,-84.129487
Libellula pulchella,46.45495,-112.7246
Libellula vibrans,37.559432,-77.544224
Argia fumipennis,39.70254,-74.9388
Hetaerina americana,27.244594,-108.721198
Plathemis lydia,39.50675,-75.12868
Plathemis lydia,37.678179,-77.925888
Calopteryx maculata,43.317977,-92.056652
Libellula luctuosa,44.44089,-72.4165
Aeshna umbrosa,46.147636,-77.761495
Libellula vibrans,35.348498,-90.053115
Hetaerina americana,44.465608,-93.15421
Calopteryx maculata,45.98985,-89.55429
Libellula luctuosa,40.58621,-81.29802
Sympetrum obtrusum,44.7921,-71.86226
Plathemis lydia,48.27684,-122.7215
Libellula luctuosa,41.88,-71.1265
Calopteryx aequabilis,44.73957,-91.16657
Plathemis lydia,43.132769,-80.485176
Argia moesta,40.477635,-78.281728
Libellula luctuosa,39.13361,-74.84777
Libellula incesta,41.19141,-74.86217
Argia fumipennis,43.406741,-70.632144
Aeshna palmata,48.64597,-115.6613
Sympetrum obtrusum,43.417626,-80.336764
Sympetrum semicinctum,42.12405,-84.16487
Sympetrum vicinum,43.202361,-81.999278
Libellula incesta,39.67427,-74.90056
Plathemis lydia,36.901081,-82.319312
Libellula luctuosa,42.0112,-71.1258
Libellula incesta,39.017945,-77.40592
Sympetrum vicinum,39.51625,-74.49654
Libellula vibrans,38.937508,-74.947497
Sympetrum corruptum,42.4204,-122.8047
Libellula pulchella,44.1762,-72.42369
Argia fumipennis,36.76464,-78.72095
Libellula luctuosa,36.0831,-94.0807
Libellula pulchella,41.514628,-124.022997
Libellula luctuosa,39.372857,-75.061652
Hetaerina americana,30.541281,-96.333079
Libellula pulchella,36.08735,-81.92734
Plathemis lydia,41.424543,-96.015712
Plathemis lydia,33.34582,-93.18424
Calopteryx angustipennis,38.00526,-78.39885
Argia tibialis,31.20361,-92.57722
Libellula luctuosa,38.965612,-94.781704
Calopteryx maculata,38.18456,-78.367895
Sympetrum corruptum,38.419047,-107.927429
Plathemis lydia,42.388214,-71.253918
Sympetrum semicinctum,45.95354,-109.89796
Sympetrum semicinctum,46.64543,-111.87611
Aeshna interrupta,36.562336,-112.178165
Plathemis lydia,43.207128,-81.967904
Calopteryx maculata,42.013245,-83.931377
Argia moesta,43.998055,-70.08112
Libellula luctuosa,45.13753,-87.23844
Libellula luctuosa,42.44315,-122.8608
Libellula vibrans,38.93825,-74.9449
Libellula pulchella,45.76078,-97.1005
Libellula vibrans,39.121481,-74.808344
Argia apicalis,38.98959,-75.511328
Sympetrum semicinctum,43.61513,-116.227639
Plathemis lydia,46.1758,-90.9196
Sympetrum semicinctum,40.20027,-115.49334
Plathemis lydia,39.103098,-77.473558
Calopteryx maculata,40.95913,-76.60551
Argia tibialis,43.435726,-89.498356
Libellula luctuosa,43.421709,-96.565933
Calopteryx maculata,42.15287,-84.13051
Libellula cyanea,42.505362,-83.844066
Argia moesta,44.4626,-72.34452
Plathemis lydia,46.215099,-77.893005
Argia moesta,29.590268,-97.584765
Libellula incesta,30.427362,-97.730747
Plathemis lydia,42.670452,-82.401504
Libellula vibrans,38.933569,-74.95205
Plathemis lydia,36.03072,-94.83896
Aeshna interrupta,42.10368,-122.45426
Plathemis lydia,42.348649,-89.237137
Libellula luctuosa,33.05158,-110.90021
Argia apicalis,36.69241,-78.90381
Plathemis lydia,38.93289,-74.95763
Libellula cyanea,40.92819,-75.08356
Plathemis lydia,28.29604,-97.2797
Plathemis lydia,45.586,-78.37
Plathemis lydia,41.757675,-94.0555
Libellula incesta,40.85965,-81.49849
Aeshna umbrosa,41.800224,-76.669428
Argia sedula,40.54043,-74.51413
Argia apicalis,34.2916,-85.2318
Argia moesta,37.559432,-77.544224
Sympetrum obtrusum,44.75679,-91.40362
Plathemis lydia,43.34204,-80.146428
Sympetrum semicinctum,33.43817,-104.40479
Libellula luctuosa,33.727978,-95.569373
Libellula pulchella,42.22396,-88.57754
Argia tibialis,38.925717,-94.673146
Argia apicalis,33.53,-101.69
Calopteryx maculata,38.10325,-78.43481
Argia apicalis,41.634518,-88.476346
Libellula cyanea,39.54174,-75.76694
Libellula incesta,46.156712,-77.818041
Sympetrum corruptum,46.17539,-112.80658
Plathemis lydia,41.7467,-70.8083
Calopteryx dimidiata,34.38813,-79.00067
Libellula incesta,38.92083,-78.65671
Libellula cyanea,31.986382,-95.887871
Argia fumipennis,39.31231,-75.15562
Libellula incesta,41.67301,-85.24774
Calopteryx maculata,44.77025,-63.60581
Sympetrum vicinum,51.17362,-96.22402
Libellula incesta,39.51625,-74.49654
Plathemis lydia,41.906182,-70.668963
Libellula luctuosa,43.23408,-80.204685
Libellula luctuosa,40.232004,-74.973403
Hetaerina americana,32.422282,-111.205731
Libellula luctuosa,39.6562,-75.05104
Libellula luctuosa,38.693101,-78.130138
Hetaerina americana,38.00522,-78.39891
Calopteryx maculata,38.671573,-77.197924
Plathemis lydia,46.01441,-84.88263
Sympetrum corruptum,33.25389,-111.71556
Libellula luctuosa,43.202718,-93.079262
Libellula incesta,39.12057,-74.80885
Calopteryx aequabilis,46.1758,-90.9196
Hetaerina vulnerata,33.967498,-111.864676
Plathemis lydia,39.37278,-75.06164
Libellula pulchella,46.38864,-105.85468
Argia moesta,42.017162,-89.325328
Libellula pulchella,38.93825,-74.9449
Libellula luctuosa,38.93952,-77.44755
Libellula pulchella,45.02944,-112.93679
Hetaerina americana,39.58076,-75.06026
Hetaerina americana,33.0624,-96.96815
Sympetrum vicinum,37.42947,-80.55092
Aeshna palmata,48.209796,-122.683336
Libellula luctuosa,40.57763,-105.03265
Argia tibialis,41.943176,-83.945079
Argia sedula,34.55874,-113.496444
Hetaerina americana,36.51651,-114.42493
Plathemis lydia,39.809736,-105.143611
Sympetrum corruptum,35.429711,-104.191395
Aeshna umbrosa,44.6864,-72.2117
Argia fumipennis,45.459678,-67.634797
Plathemis lydia,42.670921,-82.396064
Sympetrum corruptum,29.330161,-94.769356
Libellula luctuosa,31.85476,-91.75153
Calopteryx maculata,34.97042,-81.57296
Libellula luctuosa,33.105086,-110.97479
Hetaerina americana,35.780447,-79.154947
Hetaerina titia,29.485795,-97.4497
Calopteryx maculata,38.768747,-78.023316
Sympetrum vicinum,44.882623,-93.684802
Sympetrum vicinum,40.43981,-74.33385
Sympetrum vicinum,41.08357,-74.818799
Argia sedula,39.249992,-77.483379
Argia tibialis,33.93781,-81.07524
Argia tibialis,42.20005,-88.95596
Libellula incesta,43.223921,-81.917678
Hetaerina americana,33.17843,-84.01587
Libellula pulchella,42.167389,-84.574138
Argia sedula,36.101267,-115.023079
Plathemis lydia,42.5275,-84.13417
Libellula pulchella,44.586892,-92.544657
Argia tibialis,38.526517,-77.381682
Hetaerina americana,44.30636,-69.20712
Libellula incesta,43.404072,-70.601349
Libellula pulchella,44.271939,-96.773672
Sympetrum corruptum,44.271939,-96.773672
Libellula pulchella,42.232703,-84.465219
Plathemis lydia,40.97857,-74.86998
Aeshna umbrosa,41.153988,-95.798376
Libellula luctuosa,41.63053,-88.52414
Aeshna canadensis,46.198206,-78.001266
Libellula luctuosa,38.64466,-77.234771
Libellula vibrans,39.02415,-74.90002
Sympetrum vicinum,43.6905,-73.19208
Hetaerina americana,33.301983,-111.285379
Argia fumipennis,44.31347,-72.31802
Calopteryx aequabilis,47.07974,-123.70069
Libellula luctuosa,40.490601,-78.281326
Plathemis lydia,40.35681,-111.57499
Argia apicalis,30.9516,-94.4348
Plathemis lydia,41.757675,-94.0555
Libellula luctuosa,42.901433,-89.303585
Plathemis lydia,37.94866,-78.82816
Libellula luctuosa,44.44888,-73.1246
Libellula incesta,35.208992,-81.292405
Libellula pulchella,46.21544,-90.623997
Argia apicalis,39.48775,-75.11043
Argia fumipennis,40.5121,-81.53875
Argia apicalis,39.50685,-75.12878
Libellula vibrans,38.763967,-76.656453
Libellula incesta,37.63273,-78.7962
Libellula luctuosa,32.72101,-109.7063
Aeshna interrupta,40.61157,-105.84835
Sympetrum obtrusum,42.031193,-79.438148
Plathemis lydia,39.071243,-77.445826
Argia fumipennis,39.60293,-75.887183
Calopteryx maculata,40.12622,-75.7685
Calopteryx maculata,42.1567,-86.38017
Argia moesta,33.105086,-110.97479
Aeshna umbrosa,42.25146,-83.86568
Sympetrum vicinum,41.10164,-79.85627
Libellula luctuosa,45.895271,-119.560642
Argia tibialis,29.714436,-82.460804
Argia apicalis,39.07371,-77.45725
Libellula pulchella,44.829975,-93.038226
Argia apicalis,42.17573,-83.42608
Hetaerina americana,37.44651,-79.00999
Aeshna umbrosa,46.28315,-122.271743
Libellula cyanea,39.138305,-77.568382
Libellula pulchella,44.31467,-91.996
Aeshna umbrosa,42.20362,-89.28677
Argia fumipennis,36.03478,-84.216838
Sympetrum corruptum,35.78375,-115.93221
Argia tibialis,39.654107,-75.050874
Plathemis lydia,37.65515,-79.103308
Plathemis lydia,40.484324,-78.280962
Libellula luctuosa,31.518327,-97.071146
Plathemis subornata,33.317458,-104.331399
Libellula pulchella,43.3459,-79.8586
Libellula luctuosa,41.050334,-74.5491
Hetaerina americana,42.545,-81.9682
Argia sedula,26.083112,-98.135118
Calopteryx maculata,41.101407,-74.962244
Plathemis lydia,43.202718,-93.079262
Libellula cyanea,35.755109,-88.842143
Sympetrum obtrusum,44.50271,-72.62546
Argia moesta,34.81615,-83.30595
Libellula luctuosa,46.32642,-94.41149
Libellula pulchella,41.77194,-87.86357
Plathemis lydia,42.54646,-71.43135
Libellula incesta,38.89721,-94.97785
Libellula pulchella,44.8135,-91.48474
Argia tibialis,39.49624,-75.07624
Libellula incesta,43.038273,-77.569395
Aeshna umbrosa,39.615322,-76.541065
Argia fumipennis,42.675451,-70.888774
Libellula luctuosa,30.85461,-94.21429
Sympetrum vicinum,39.12076,-74.80881
Libellula pulchella,40.09155,-75.22481
Plathemis lydia,38.879744,-94.89628
Argia moesta,30.810241,-103.921933
Sympetrum vicinum,44.52107,-73.23182
Plathemis lydia,41.052785,-74.262199
Plathemis lydia,39.30337,-75.09078
Hetaerina americana,38.29158,-78.372698
Calopteryx maculata,44.446476,-69.048098
Sympetrum obtrusum,43.404527,-89.224467
Argia fumipennis,38.784397,-77.975021
Libellula luctuosa,43.432596,-95.615254
Argia moesta,40.65212,-93.84538
Calopteryx maculata,43.864638,-79.669685
Libellula pulchella,43.316394,-70.771096
Libellula luctuosa,38.88906,-94.8473
Argia sedula,33.23141,-108.23568
Sympetrum corruptum,25.99582,-97.56607
Plathemis lydia,32.522116,-97.332024
Libellula incesta,39.58076,-75.06026
Argia apicalis,28.816754,-97.019144
Libellula incesta,42.63154,-70.92058
Sympetrum corruptum,39.47033,-105.074471
Aeshna interrupta,45.94781,-113.15374
Hetaerina titia,29.826093,-81.947744
Libellula luctuosa,40.3083,-77.02757
Plathemis lydia,35.26674,-85.71739
Libellula pulchella,41.70876,-87.87722
Plathemis lydia,42.68096,-123.33173
Libellula luctuosa,38.58034,-82.72414
Argia tibialis,32.56772,-94.95951
Calopteryx dimidiata,39.49624,-75.07624
Hetaerina americana,32.278001,-111.022446
Sympetrum vicinum,39.819445,-74.523387
Argia apicalis,36.02202,-106.0727
Libellula luctuosa,42.106173,-122.347571
Libellula pulchella,45.002706,-92.910307
Argia apicalis,40.016506,-84.317579
Libellula cyanea,39.58453,-74.90221
Plathemis lydia,41.167571,-92.630256
Libellula luctuosa,37.44801,-77.08381
Libellula incesta,34.777533,-82.35495
Argia moesta,34.416354,-101.06181
Libellula cyanea,40.13277,-87.73075
Argia tibialis,42.32798,-84.17717
Argia moesta,41.63053,-88.52414
Aeshna canadensis,45.305656,-121.77618
Plathemis lydia,40.62494,-81.59528
Libellula pulchella,42.34951,-88.77466
Libellula pulchella,38.772393,-108.071853
Plathemis lydia,37.27291,-76.50734
Argia fumipennis,29.856953,-81.992904
Sympetrum vicinum,42.11616,-84.8467
Libellula luctuosa,35.810462,-79.031675
Sympetrum semicinctum,40.563291,-75.993644
Argia sedula,38.25651,-78.43393
Libellula vibrans,39.13337,-74.84763
Plathemis lydia,34.4426,-85.1517
Libellula luctuosa,42.127958,-88.400354
Sympetrum vicinum,38.757984,-75.726043
Plathemis lydia,37.1152,-79.09156
Libellula luctuosa,30.462435,-97.760816
Libellula incesta,30.408512,-97.732435
