species,decimalLatitude,decimalLongitude
Hyacinthoides non-scripta,52.357111,-2.825997
Hyacinthoides non-scripta,52.357076,-2.823236
Hyacinthoides non-scripta,52.351888,-2.839921
Hyacinthoides non-scripta,52.404176,-0.229658
Hyacinthoides non-scripta,52.399983,-0.243291
Hyacinthoides non-scripta,52.363217,-2.81401
Hyacinthoides non-scripta,52.357449,-2.826429
Hyacinthoides non-scripta,52.406962,-0.248894
Hyacinthoides non-scripta,52.365077,-2.820741
Hyacinthoides non-scripta,52.367942,-2.808031
Hyacinthoides non-scripta,52.364438,-2.811727
Hyacinthoides non-scripta,52.357078,-2.824234
Hyacinthoides non-scripta,52.364813,-2.806887
Hyacinthoides non-scripta,52.35519,-2.835725
Hyacinthoides non-scripta,52.399365,-0.245858
Hyacinthoides non-scripta,52.356256,-2.833704
Hyacinthoides non-scripta,52.357242,-2.825162
Hyacinthoides non-scripta,52.357251,-2.822652
Hyacinthoides non-scripta,52.355794,-2.832976
Hyacinthoides non-scripta,52.364411,-2.811697
Hyacinthoides non-scripta,52.410381,-0.231527
Hyacinthoides non-scripta,52.364202,-2.812001
Hyacinthoides non-scripta,52.408354,-0.24756
Hyacinthoides non-scripta,52.364592,-2.812816
Hyacinthoides non-scripta,52.364893,-2.812264
Hyacinthoides non-scripta,52.399084,-0.247516
Hyacinthoides non-scripta,52.362798,-2.810903
Hyacinthoides non-scripta,52.363683,-2.819526
Hyacinthoides non-scripta,52.408712,-0.244988
Hyacinthoides non-scripta,52.358025,-2.822534
Hyacinthoides non-scripta,52.363001,-2.816679
Hyacinthoides non-scripta,52.357888,-2.825321
Hyacinthoides non-scripta,52.402828,-0.245971
Hyacinthoides non-scripta,52.364315,-2.807333
Hyacinthoides non-scripta,52.358064,-2.823342
Hyacinthoides non-scripta,52.35726,-2.825192
Hyacinthoides non-scripta,52.364149,-2.811912
Hyacinthoides non-scripta,53.250673,-1.741204
Hyacinthoides non-scripta,52.367276,-2.808151
Hyacinthoides non-scripta,52.364929,-2.81222
Hyacinthoides non-scripta,55.821097,-6.145415
Hyacinthoides non-scripta,53.930069,-1.114876
Hyacinthoides non-scripta,53.920509,-1.158001
Hyacinthoides hispanica,50.840628,-1.119505
Hyacinthoides non-scripta,53.921254,-1.157673
Hyacinthoides non-scripta,51.584745,0.654013
Hyacinthoides non-scripta,53.929157,-1.115714
Hyacinthoides hispanica,50.73571,-2.957969
Hyacinthoides non-scripta,50.735606,-2.948654
Hyacinthoides non-scripta,53.412737,-2.078433
Hyacinthoides non-scripta,51.587487,0.646695
Hyacinthoides non-scripta,51.823414,-0.586529
Hyacinthoides non-scripta,53.929081,-1.11588
Hyacinthoides non-scripta,51.996588,1.147534
Hyacinthoides non-scripta,55.158926,-7.921632
Hyacinthoides non-scripta,53.411354,-2.076861
Hyacinthoides non-scripta,50.348842,-4.167696
Hyacinthoides non-scripta,50.354915,-4.180288
Hyacinthoides non-scripta,50.355617,-4.178689
Hyacinthoides non-scripta,50.514358,-4.223837
Hyacinthoides non-scripta,50.352259,-4.178465
Hyacinthoides non-scripta,50.352188,-4.17087
Hyacinthoides non-scripta,50.354292,-4.17303
Hyacinthoides non-scripta,50.35292,-4.178123
Hyacinthoides non-scripta,51.989713,1.139425
Hyacinthoides non-scripta,50.35458,-4.174132
Hyacinthoides non-scripta,52.959015,-2.26492
Hyacinthoides non-scripta,50.346968,-4.189124
Hyacinthoides non-scripta,50.321651,-4.194146
Hyacinthoides non-scripta,53.604604,-2.454094
Hyacinthoides non-scripta,50.354759,-4.176866
Hyacinthoides non-scripta,50.355636,-4.180323
Hyacinthoides non-scripta,50.35527,-4.176439
Hyacinthoides non-scripta,51.698655,-3.881438
Hyacinthoides non-scripta,50.352498,-4.176892
Hyacinthoides non-scripta,53.407275,-6.066728
Hyacinthoides non-scripta,50.320933,-4.192636
Hyacinthoides non-scripta,51.827853,0.771519
Hyacinthoides non-scripta,50.514236,-4.223645
Hyacinthoides non-scripta,50.514452,-4.222677
Hyacinthoides hispanica,50.514211,-4.223806
Hyacinthoides non-scripta,50.355363,-4.177637
Hyacinthoides hispanica,50.514565,-4.223307
Hyacinthoides non-scripta,50.354954,-4.173696
Hyacinthoides non-scripta,50.355895,-4.179287
Hyacinthoides non-scripta,50.358219,-4.173554
Hyacinthoides non-scripta,50.355723,-4.179817
Hyacinthoides non-scripta,53.525227,-2.203073
Hyacinthoides non-scripta,50.353572,-4.171372
Hyacinthoides non-scripta,50.353345,-4.17848
Hyacinthoides non-scripta,50.358589,-4.180336
Hyacinthoides non-scripta,50.358169,-4.174643
Hyacinthoides non-scripta,50.514593,-4.22347
Hyacinthoides non-scripta,51.736738,-5.291921
Hyacinthoides non-scripta,50.353689,-4.173003
Hyacinthoides non-scripta,52.020691,-9.503603
Hyacinthoides non-scripta,52.010358,-9.49491
Hyacinthoides non-scripta,52.015961,-9.529374
Hyacinthoides non-scripta,51.431763,-2.516895
Hyacinthoides non-scripta,52.016701,-9.530157
Hyacinthoides hispanica,51.4878,-0.24199
Hyacinthoides non-scripta,51.822917,0.762864
Hyacinthoides non-scripta,51.788186,0.683559
Hyacinthoides non-scripta,50.886944,-1.499167
Hyacinthoides hispanica,50.97521,0.109397
Hyacinthoides non-scripta,51.562106,-0.163038
Hyacinthoides non-scripta,51.95967,-5.127169
Hyacinthoides hispanica,51.592922,-0.055322
Hyacinthoides non-scripta,50.91198,-1.15601
Hyacinthoides hispanica,52.600784,-6.919649
Hyacinthoides hispanica,53.308222,-6.256749
Hyacinthoides non-scripta,53.549595,-2.776286
Hyacinthoides non-scripta,49.913847,-6.315714
Hyacinthoides non-scripta,52.815345,1.21542
Hyacinthoides non-scripta,51.887728,0.953264
Hyacinthoides non-scripta,53.228904,-2.147518
Hyacinthoides non-scripta,53.775225,-2.320215
Hyacinthoides non-scripta,53.628538,-2.153189
Hyacinthoides non-scripta,55.230027,-6.406327
Hyacinthoides hispanica,53.106524,-2.031391
Hyacinthoides non-scripta,55.230983,-6.404982
Hyacinthoides hispanica,50.668843,0.36485
Hyacinthoides non-scripta,55.127235,-6.044163
Hyacinthoides non-scripta,53.41921,-2.530531
Hyacinthoides non-scripta,52.946124,-4.46875
Hyacinthoides non-scripta,53.419183,-2.508339
Hyacinthoides non-scripta,53.594464,-2.324481
Hyacinthoides non-scripta,52.480054,-2.10112
Hyacinthoides hispanica,51.366925,1.069356
Hyacinthoides non-scripta,51.174591,1.174401
Hyacinthoides non-scripta,52.481037,-2.096394
Hyacinthoides non-scripta,51.182258,-4.665872
Hyacinthoides non-scripta,53.41861,-2.571575
Hyacinthoides non-scripta,50.911378,0.671935
Hyacinthoides non-scripta,50.267222,-5.070261
Hyacinthoides non-scripta,53.602708,-2.479575
Hyacinthoides non-scripta,53.608298,-2.495571
Hyacinthoides non-scripta,56.151036,-3.924192
Hyacinthoides non-scripta,51.287406,-2.75441
Hyacinthoides non-scripta,51.798501,0.734367
Hyacinthoides non-scripta,53.602525,-2.481603
Hyacinthoides non-scripta,51.176803,-3.576663
Hyacinthoides non-scripta,52.70385,1.19343
Hyacinthoides non-scripta,50.397472,-3.929238
Hyacinthoides non-scripta,54.181663,-2.346225
Hyacinthoides non-scripta,54.293812,-0.698304
Hyacinthoides hispanica,55.089624,-1.765958
Hyacinthoides non-scripta,52.227724,-2.207452
Hyacinthoides non-scripta,55.344978,-4.794245
Hyacinthoides non-scripta,57.477765,-4.224721
Hyacinthoides hispanica,53.963835,-0.984941
Hyacinthoides non-scripta,51.246298,0.817568
Hyacinthoides non-scripta,50.378673,-4.093663
Hyacinthoides non-scripta,54.535556,-1.661193
Hyacinthoides non-scripta,51.183267,-2.276579
Hyacinthoides non-scripta,53.582566,-3.072273
Hyacinthoides non-scripta,54.282761,-0.690621
Hyacinthoides non-scripta,54.401978,-2.156838
Hyacinthoides non-scripta,53.356111,-2.562222
Hyacinthoides non-scripta,53.556999,-3.09815
Hyacinthoides non-scripta,54.587472,-5.974194
Hyacinthoides non-scripta,53.753523,-1.046295
Hyacinthoides hispanica,52.686051,-1.829794
Hyacinthoides non-scripta,55.881562,-5.315313
Hyacinthoides non-scripta,55.340788,-4.616297
Hyacinthoides non-scripta,52.480297,-2.096646
Hyacinthoides hispanica,50.583183,-1.249483
Hyacinthoides non-scripta,55.773916,-4.922602
Hyacinthoides non-scripta,51.729472,0.569349
Hyacinthoides non-scripta,57.760067,-5.597423
Hyacinthoides non-scripta,54.897391,-1.848733
Hyacinthoides non-scripta,56.665037,-5.037994
Hyacinthoides non-scripta,55.691933,-5.754419
Hyacinthoides non-scripta,51.87169,-5.250014
Hyacinthoides non-scripta,52.228033,-1.546858
Hyacinthoides non-scripta,51.080983,-4.305278
Hyacinthoides non-scripta,52.07356,1.26412
Hyacinthoides non-scripta,56.89131,-5.036939
Hyacinthoides non-scripta,53.230512,-2.138234
Hyacinthoides non-scripta,56.416927,-5.224584
Hyacinthoides non-scripta,53.552013,-2.338903
Hyacinthoides non-scripta,56.374417,-4.217162
Hyacinthoides non-scripta,50.898054,0.504288
Hyacinthoides hispanica,52.54608,-1.910387
Hyacinthoides non-scripta,53.099655,-3.931595
Hyacinthoides non-scripta,53.972777,-0.728188
Hyacinthoides non-scripta,54.161406,-2.321657
Hyacinthoides non-scripta,56.102425,-6.190372
Hyacinthoides non-scripta,52.94682,-2.193566
Hyacinthoides non-scripta,54.974156,-1.593732
Hyacinthoides non-scripta,54.10791,-0.883348
Hyacinthoides non-scripta,53.721627,-6.531597
Hyacinthoides non-scripta,51.7375,-5.296667
Hyacinthoides non-scripta,57.589826,-6.35488
Hyacinthoides non-scripta,51.632358,-2.442576
Hyacinthoides non-scripta,51.773712,-1.324189
Hyacinthoides non-scripta,56.217178,-4.674247
Hyacinthoides non-scripta,52.738731,-1.237919
Hyacinthoides non-scripta,52.546036,-1.335637
Hyacinthoides non-scripta,52.607721,-1.099388
Hyacinthoides non-scripta,52.723581,-1.157858
Hyacinthoides non-scripta,52.734303,-1.161206
Hyacinthoides non-scripta,52.741428,-1.237872
Hyacinthoides non-scripta,52.7427,-1.471891
Hyacinthoides non-scripta,55.953061,-5.693765
Hyacinthoides non-scripta,55.953539,-5.677784
Hyacinthoides non-scripta,55.962506,-5.678636
Hyacinthoides non-scripta,55.990878,-4.959543
Hyacinthoides non-scripta,51.071291,0.023358
Hyacinthoides non-scripta,50.217858,-3.804686
Hyacinthoides non-scripta,52.371381,-1.99621
Hyacinthoides non-scripta,53.114512,-3.253075
Hyacinthoides non-scripta,50.996581,0.02709
Hyacinthoides non-scripta,52.381945,-1.600861
Hyacinthoides non-scripta,50.994961,0.027162
Hyacinthoides non-scripta,52.128176,-2.361865
Hyacinthoides non-scripta,52.001143,-4.968265
Hyacinthoides non-scripta,51.262711,-0.075319
Hyacinthoides non-scripta,52.124583,-2.360959
Hyacinthoides non-scripta,55.829522,-4.391603
Hyacinthoides non-scripta,51.593909,-0.672188
Hyacinthoides non-scripta,50.711743,-3.203058
Hyacinthoides non-scripta,52.370122,-1.999148
Hyacinthoides non-scripta,50.216051,-3.799432
Hyacinthoides non-scripta,52.370481,-1.994154
Hyacinthoides non-scripta,52.128736,-2.355149
Hyacinthoides non-scripta,52.826915,-4.611865
Hyacinthoides non-scripta,50.977883,-3.962922
Hyacinthoides non-scripta,51.593909,-0.672188
Hyacinthoides non-scripta,51.999813,-4.963952
Hyacinthoides non-scripta,52.366795,-1.991364
Hyacinthoides non-scripta,53.25896,-1.79479
Hyacinthoides non-scripta,53.324158,-1.531842
Hyacinthoides non-scripta,55.192505,-6.963693
Hyacinthoides non-scripta,53.320664,-1.573623
Hyacinthoides non-scripta,53.80917,-2.42908
Hyacinthoides non-scripta,51.01179,-0.07324
Hyacinthoides non-scripta,53.334003,-1.89828
Hyacinthoides non-scripta,52.993568,-1.775741
Hyacinthoides non-scripta,52.073526,1.264235
Hyacinthoides non-scripta,50.79636,0.10966
Hyacinthoides non-scripta,53.340027,-1.377434
Hyacinthoides non-scripta,54.084852,-2.597847
Hyacinthoides non-scripta,51.9503,-0.45764
Hyacinthoides non-scripta,53.3588,-1.99863
Hyacinthoides non-scripta,51.976424,0.811089
Hyacinthoides non-scripta,52.843672,0.975705
Hyacinthoides non-scripta,51.855085,-0.54771
Hyacinthoides non-scripta,53.264253,-1.93041
Hyacinthoides non-scripta,51.96193,-4.0131
Hyacinthoides non-scripta,50.794015,0.119913
Hyacinthoides hispanica,52.22805,1.440372
Hyacinthoides non-scripta,54.46218,-2.410314
Hyacinthoides hispanica,52.458879,1.562087
Hyacinthoides non-scripta,53.6321,-2.650859
Hyacinthoides non-scripta,53.773981,-2.32542
Hyacinthoides non-scripta,51.89088,-4.66713
Hyacinthoides non-scripta,53.33311,-1.42028
Hyacinthoides non-scripta,50.79668,0.24723
Hyacinthoides non-scripta,51.04277,0.07015
Hyacinthoides non-scripta,50.8684,0.629912
Hyacinthoides non-scripta,54.923661,-1.625594
Hyacinthoides non-scripta,53.32724,-1.41913
Hyacinthoides non-scripta,52.387,-4.02257
Hyacinthoides non-scripta,53.619327,-2.564647
Hyacinthoides non-scripta,53.908224,-2.755729
Hyacinthoides non-scripta,52.664351,-2.452409
Hyacinthoides non-scripta,52.588369,0.917764
Hyacinthoides non-scripta,51.993498,1.278097
Hyacinthoides non-scripta,51.94182,-4.30981
Hyacinthoides non-scripta,53.339438,-1.378319
Hyacinthoides non-scripta,50.827507,-0.290435
Hyacinthoides non-scripta,53.263362,-1.196562
Hyacinthoides non-scripta,52.31353,1.54949
Hyacinthoides non-scripta,55.239755,-6.505761
Hyacinthoides non-scripta,51.788943,-0.327189
Hyacinthoides non-scripta,54.191948,-2.800745
Hyacinthoides non-scripta,51.099201,-0.350775
Hyacinthoides non-scripta,53.239186,-1.733984
Hyacinthoides non-scripta,51.029849,-0.290118
Hyacinthoides non-scripta,53.11003,-1.555602
Hyacinthoides non-scripta,53.247162,-1.419655
Hyacinthoides non-scripta,52.59645,0.918301
Hyacinthoides non-scripta,51.88623,-4.68384
Hyacinthoides non-scripta,50.869331,0.628543
Hyacinthoides non-scripta,53.772077,-2.326495
Hyacinthoides non-scripta,55.231176,-6.405021
Hyacinthoides non-scripta,53.266263,-1.740777
Hyacinthoides non-scripta,51.085179,0.021109
Hyacinthoides non-scripta,50.794018,0.119771
Hyacinthoides non-scripta,53.205061,-1.65845
Hyacinthoides non-scripta,54.992096,-1.509212
Hyacinthoides non-scripta,52.473893,-2.774343
Hyacinthoides non-scripta,54.62115,-3.3325
Hyacinthoides non-scripta,52.799938,-1.617516
Hyacinthoides hispanica,53.023566,-1.36858
Hyacinthoides non-scripta,54.40428,-2.91137
Hyacinthoides non-scripta,53.611271,-2.549523
Hyacinthoides non-scripta,53.771341,-2.327765
Hyacinthoides non-scripta,50.85729,-0.86199
Hyacinthoides non-scripta,51.86639,-4.67278
Hyacinthoides non-scripta,52.743719,0.815522
Hyacinthoides non-scripta,54.770901,-1.694123
Hyacinthoides hispanica,52.0389,1.173898
Hyacinthoides non-scripta,53.691085,-2.709825
Hyacinthoides non-scripta,53.297778,-1.583603
Hyacinthoides non-scripta,50.801626,0.111884
Hyacinthoides non-scripta,53.203025,-1.657367
Hyacinthoides non-scripta,50.98385,0.37094
Hyacinthoides non-scripta,54.40083,-2.89731
Hyacinthoides hispanica,52.45465,1.604294
Hyacinthoides non-scripta,50.871196,0.623601
Hyacinthoides non-scripta,53.33123,-1.4209
Hyacinthoides non-scripta,54.144685,-2.783044
Hyacinthoides non-scripta,53.247812,-1.363965
Hyacinthoides non-scripta,53.251147,-1.876228
Hyacinthoides non-scripta,53.338242,-1.372508
Hyacinthoides non-scripta,53.926174,-2.741275
Hyacinthoides non-scripta,52.07512,1.265593
Hyacinthoides non-scripta,52.11676,-0.26231
Hyacinthoides non-scripta,53.90611,-2.37164
Hyacinthoides non-scripta,51.93947,-4.30388
Hyacinthoides non-scripta,54.269199,-0.490556
Hyacinthoides non-scripta,51.98356,0.81238
Hyacinthoides non-scripta,53.280716,-1.588268
Hyacinthoides non-scripta,54.085772,-2.597488
Hyacinthoides non-scripta,53.35231,-1.47335
Hyacinthoides non-scripta,53.33199,-1.508573
Hyacinthoides non-scripta,52.069805,1.26716
Hyacinthoides hispanica,52.580411,1.7152
Hyacinthoides non-scripta,57.009108,-6.256142
Hyacinthoides non-scripta,53.62491,-2.558458
Hyacinthoides non-scripta,51.095274,0.035402
Hyacinthoides hispanica,52.416099,1.699982
Hyacinthoides non-scripta,51.849442,-0.549033
Hyacinthoides non-scripta,50.868368,0.631331
Hyacinthoides non-scripta,53.33504,-1.43165
Hyacinthoides non-scripta,54.084852,-2.597847
Hyacinthoides non-scripta,53.257265,-1.923149
Hyacinthoides non-scripta,50.798162,0.109457
Hyacinthoides non-scripta,53.773837,-2.326169
Hyacinthoides non-scripta,51.88297,-4.66558
Hyacinthoides non-scripta,52.641495,1.259853
Hyacinthoides hispanica,52.423801,1.59177
Hyacinthoides non-scripta,51.968073,1.371016
Hyacinthoides non-scripta,51.9496,-4.30278
Hyacinthoides non-scripta,57.400275,-6.202232
Hyacinthoides non-scripta,53.263481,-1.194936
Hyacinthoides non-scripta,50.799569,0.111223
Hyacinthoides non-scripta,53.467886,-1.962386
Hyacinthoides non-scripta,51.084503,0.023792
Hyacinthoides non-scripta,53.342041,-1.376267
Hyacinthoides non-scripta,53.023566,-1.36858
Hyacinthoides non-scripta,53.956519,-1.062962
Hyacinthoides non-scripta,52.243187,0.717569
Hyacinthoides non-scripta,52.122233,-0.261399
Hyacinthoides non-scripta,51.04824,0.40534
Hyacinthoides non-scripta,52.61195,-2.96016
Hyacinthoides non-scripta,52.755866,0.834091
Hyacinthoides non-scripta,50.801184,0.111438
Hyacinthoides non-scripta,50.792371,0.13119
Hyacinthoides non-scripta,52.66292,1.19351
Hyacinthoides non-scripta,53.329094,-1.438404
Hyacinthoides non-scripta,53.375761,-1.988462
Hyacinthoides non-scripta,52.22845,1.549694
Hyacinthoides non-scripta,54.039461,-2.723308
Hyacinthoides non-scripta,50.98318,0.37239
Hyacinthoides non-scripta,54.778371,-1.660724
Hyacinthoides non-scripta,53.696291,-2.540043
Hyacinthoides non-scripta,53.694963,-2.522609
Hyacinthoides non-scripta,57.0433,-6.35172
Hyacinthoides non-scripta,51.836145,-3.17343
Hyacinthoides non-scripta,53.243953,-1.615594
Hyacinthoides non-scripta,50.799574,0.11094
Hyacinthoides non-scripta,50.790626,0.108408
Hyacinthoides non-scripta,51.755837,-0.049135
Hyacinthoides non-scripta,53.235778,-1.603848
Hyacinthoides non-scripta,52.1346,-4.5269
Hyacinthoides non-scripta,53.189306,-1.686084
Hyacinthoides non-scripta,50.84818,-0.80334
Hyacinthoides hispanica,52.452154,1.597024
Hyacinthoides non-scripta,54.146238,-2.784263
Hyacinthoides non-scripta,53.263426,-1.923569
Hyacinthoides non-scripta,52.09296,-4.46014
Hyacinthoides non-scripta,50.962147,-0.163812
Hyacinthoides hispanica,52.799938,-1.617516
Hyacinthoides non-scripta,50.801626,0.111884
Hyacinthoides non-scripta,53.328807,-1.751467
Hyacinthoides non-scripta,54.144685,-2.783044
Hyacinthoides non-scripta,52.074857,1.265996
Hyacinthoides non-scripta,50.81548,-0.87532
Hyacinthoides non-scripta,53.33974,-1.380495
Hyacinthoides hispanica,55.873638,-2.082064
Hyacinthoides non-scripta,51.92059,-3.97863
Hyacinthoides non-scripta,52.843299,0.990531
Hyacinthoides non-scripta,52.56206,0.83993
Hyacinthoides non-scripta,54.95813,-1.38786
Hyacinthoides non-scripta,50.145851,-5.045885
Hyacinthoides non-scripta,53.187509,-2.870081
Hyacinthoides non-scripta,50.148395,-5.050543
Hyacinthoides non-scripta,55.872003,-3.150914
Hyacinthoides non-scripta,52.788805,-1.761878
Hyacinthoides non-scripta,56.217287,-4.674308
Hyacinthoides non-scripta,51.618969,-4.903134
Hyacinthoides non-scripta,51.385897,-1.273692
Hyacinthoides hispanica,52.449836,-2.050526
Hyacinthoides non-scripta,55.631179,-6.162168
Hyacinthoides hispanica,51.436063,-0.3225
Hyacinthoides non-scripta,55.768471,-4.43575
Hyacinthoides non-scripta,57.32414,-4.442001
Hyacinthoides non-scripta,52.398529,-2.042667
Hyacinthoides non-scripta,56.60632,-4.761303
Hyacinthoides non-scripta,52.425277,-6.757286
Hyacinthoides non-scripta,55.753198,-4.902911
Hyacinthoides non-scripta,53.095332,-3.940087
Hyacinthoides non-scripta,57.32414,-4.442001
Hyacinthoides non-scripta,53.423388,-2.068219
Hyacinthoides non-scripta,56.384738,-5.552813
Hyacinthoides non-scripta,52.242932,-1.459842
Hyacinthoides non-scripta,51.48811,-2.6602
Hyacinthoides non-scripta,51.487057,-2.658465
Hyacinthoides non-scripta,52.218532,1.595099
Hyacinthoides non-scripta,56.62824,-6.059132
Hyacinthoides non-scripta,51.431339,-2.51805
Hyacinthoides non-scripta,51.450985,-2.637088
Hyacinthoides non-scripta,53.488938,-2.191568
Hyacinthoides non-scripta,52.232163,-1.557669
Hyacinthoides non-scripta,50.8663,-1.741025
Hyacinthoides non-scripta,56.671445,-5.081798
Hyacinthoides non-scripta,53.802792,-1.590156
Hyacinthoides non-scripta,51.711842,-1.352188
Hyacinthoides non-scripta,53.19788,-1.943187
Hyacinthoides non-scripta,53.623833,-2.550336
Hyacinthoides non-scripta,53.802622,-1.588475
Hyacinthoides non-scripta,50.639662,-3.779617
Hyacinthoides non-scripta,52.565801,-4.035812
Hyacinthoides non-scripta,51.729199,0.569418
Hyacinthoides non-scripta,52.204314,-0.016647
Hyacinthoides non-scripta,50.145806,-5.045895
Hyacinthoides non-scripta,53.802622,-1.588475
Hyacinthoides non-scripta,54.242938,-5.83266
Hyacinthoides non-scripta,54.876179,-6.690773
Hyacinthoides non-scripta,51.709701,-1.351284
Hyacinthoides non-scripta,51.432413,-2.51928
Hyacinthoides non-scripta,56.000592,-3.353462
Hyacinthoides non-scripta,52.567033,-4.019126
Hyacinthoides non-scripta,51.165024,-3.462163
Hyacinthoides non-scripta,51.711367,-1.3513
Hyacinthoides non-scripta,52.106775,-3.77672
Hyacinthoides non-scripta,54.753201,-1.895684
Hyacinthoides non-scripta,51.227767,-3.563105
Hyacinthoides hispanica,51.70991,-1.361032
Hyacinthoides non-scripta,52.012847,0.147808
Hyacinthoides non-scripta,54.761871,-6.597183
Hyacinthoides non-scripta,52.375656,-1.556064
Hyacinthoides non-scripta,52.098514,-7.550537
Hyacinthoides non-scripta,50.956077,-0.100402
Hyacinthoides non-scripta,53.565433,-2.789417
Hyacinthoides non-scripta,57.046867,-6.355481
Hyacinthoides hispanica,53.94857,-1.051639
Hyacinthoides non-scripta,53.815584,-1.552267
Hyacinthoides non-scripta,50.640318,-4.111377
Hyacinthoides non-scripta,56.295783,-4.713297
Hyacinthoides non-scripta,50.589833,-3.723283
Hyacinthoides non-scripta,55.981863,-4.348687
Hyacinthoides non-scripta,53.307762,-2.171014
Hyacinthoides non-scripta,54.154867,-2.480733
Hyacinthoides non-scripta,56.304553,-4.705297
Hyacinthoides non-scripta,52.037708,-3.197753
Hyacinthoides hispanica,56.824556,-2.291861
Hyacinthoides non-scripta,52.419933,-4.072114
Hyacinthoides non-scripta,52.379411,-1.558464
Hyacinthoides non-scripta,56.29435,-4.696413
Hyacinthoides non-scripta,55.629967,-6.186652
Hyacinthoides non-scripta,55.630978,-6.161536
Hyacinthoides hispanica,57.141059,-2.050339
Hyacinthoides non-scripta,52.382189,-1.564179
Hyacinthoides non-scripta,53.947867,-1.055476
Hyacinthoides non-scripta,56.297462,-6.253511
Hyacinthoides non-scripta,50.222663,-5.110928
Hyacinthoides non-scripta,56.495728,-6.41992
Hyacinthoides non-scripta,54.401705,-2.963159
Hyacinthoides non-scripta,52.526807,-2.177225
Hyacinthoides non-scripta,57.345556,-6.402725
Hyacinthoides non-scripta,51.894427,0.67258
Hyacinthoides hispanica,51.441975,-2.592208
Hyacinthoides hispanica,54.82774,-1.461145
Hyacinthoides hispanica,51.787251,0.680938
Hyacinthoides non-scripta,54.154172,-2.025911
Hyacinthoides non-scripta,55.792622,-4.61031
Hyacinthoides non-scripta,54.873989,-6.521387
Hyacinthoides non-scripta,57.009108,-6.256142
Hyacinthoides non-scripta,57.52653,-4.222281
Hyacinthoides non-scripta,51.038781,-4.254401
Hyacinthoides non-scripta,53.536855,-1.665837
Hyacinthoides non-scripta,52.072323,-4.721105
Hyacinthoides non-scripta,50.988212,-4.365055
Hyacinthoides non-scripta,51.633445,-8.697301
Hyacinthoides non-scripta,57.0433,-6.35172
Hyacinthoides non-scripta,53.572697,-2.286845
Hyacinthoides non-scripta,52.034252,-2.619969
Hyacinthoides non-scripta,54.458556,-3.008198
Hyacinthoides hispanica,55.088181,-1.768453
Hyacinthoides non-scripta,53.031229,-8.895983
Hyacinthoides non-scripta,53.517204,-1.544242
Hyacinthoides non-scripta,54.204503,-2.898985
Hyacinthoides non-scripta,51.089822,-3.635463
Hyacinthoides non-scripta,51.855085,-0.54771
Hyacinthoides non-scripta,54.817134,-5.962641
Hyacinthoides non-scripta,56.331726,-2.760315
Hyacinthoides non-scripta,50.947437,-0.613396
Hyacinthoides non-scripta,51.800585,0.735098
Hyacinthoides hispanica,52.416099,1.699982
Hyacinthoides non-scripta,54.455315,-3.260134
Hyacinthoides non-scripta,50.194428,-5.4492
Hyacinthoides non-scripta,52.134572,-8.627878
Hyacinthoides non-scripta,52.823425,-1.919662
Hyacinthoides non-scripta,51.009078,-0.133075
Hyacinthoides non-scripta,51.198283,-4.18228
Hyacinthoides non-scripta,51.728826,0.569058
Hyacinthoides non-scripta,54.743378,-6.511697
Hyacinthoides non-scripta,54.977885,-5.967231
Hyacinthoides non-scripta,54.351044,-2.762888
Hyacinthoides hispanica,53.92213,-1.156483
Hyacinthoides non-scripta,54.972678,-1.595653
Hyacinthoides non-scripta,55.897692,-4.265166
Hyacinthoides non-scripta,51.956497,-10.25785
Hyacinthoides non-scripta,56.05467,-4.433288
Hyacinthoides non-scripta,52.674659,-0.68226
Hyacinthoides non-scripta,52.741372,-1.383033
Hyacinthoides non-scripta,52.726988,-1.15646
Hyacinthoides non-scripta,52.673584,-0.678521
Hyacinthoides non-scripta,52.727168,-1.156604
Hyacinthoides non-scripta,52.692599,-0.455478
Hyacinthoides non-scripta,52.543348,-1.337152
Hyacinthoides non-scripta,52.673017,-1.224273
Hyacinthoides non-scripta,52.658721,-1.237832
Hyacinthoides non-scripta,52.72745,-1.158228
Hyacinthoides non-scripta,52.671305,-1.237613
Hyacinthoides non-scripta,52.726459,-1.157951
Hyacinthoides hispanica,50.829045,-0.175288
Hyacinthoides non-scripta,51.203962,-3.543642
Hyacinthoides non-scripta,50.825436,-0.180256
Hyacinthoides non-scripta,51.203962,-3.543642
Hyacinthoides non-scripta,51.210306,-3.546717
Hyacinthoides non-scripta,51.203962,-3.543642
Hyacinthoides non-scripta,53.340043,-1.380438
Hyacinthoides non-scripta,53.340027,-1.377434
Hyacinthoides non-scripta,55.240576,-6.50493
Hyacinthoides non-scripta,50.96251,-0.10064
Hyacinthoides non-scripta,50.98193,0.42416
Hyacinthoides non-scripta,52.629912,-2.896032
Hyacinthoides non-scripta,51.079649,-0.522786
Hyacinthoides non-scripta,51.378026,-1.796646
Hyacinthoides non-scripta,52.633306,-2.460215
Hyacinthoides non-scripta,50.96222,0.14224
Hyacinthoides non-scripta,50.97826,0.38777
Hyacinthoides non-scripta,52.62576,-2.909982
Hyacinthoides non-scripta,50.97421,0.11876
Hyacinthoides non-scripta,50.98331,0.4242
Hyacinthoides non-scripta,54.75965,-1.296801
Hyacinthoides non-scripta,50.9746,0.14342
Hyacinthoides non-scripta,52.428,0.87772
Hyacinthoides hispanica,50.796386,0.245538
