species,decimalLatitude,decimalLongitude
Hyacinthoides non-scripta,52.789022,-1.383843
Hyacinthoides non-scripta,52.607314,-1.291074
Hyacinthoides non-scripta,52.805654,-4.531192
Hyacinthoides non-scripta,52.659652,-1.23582
Hyacinthoides non-scripta,52.681758,-1.187138
Hyacinthoides non-scripta,52.754996,-1.25097
Hyacinthoides non-scripta,52.681768,-1.188617
Hyacinthoides non-scripta,52.754078,-1.248023
Hyacinthoides non-scripta,52.762175,-1.407932
Hyacinthoides non-scripta,52.740999,-1.494129
Hyacinthoides non-scripta,52.73647,-1.309049
Hyacinthoides non-scripta,52.722147,-1.50027
Hyacinthoides non-scripta,52.754097,-1.250986
Hyacinthoides non-scripta,52.784905,-1.29049
Hyacinthoides hispanica,53.081389,-3.320012
Hyacinthoides hispanica,53.154965,-3.368973
Hyacinthoides hispanica,53.081371,-3.320012
Hyacinthoides hispanica,53.300481,-3.417247
Hyacinthoides hispanica,52.249991,-4.178951
Hyacinthoides hispanica,51.686169,-4.698659
Hyacinthoides non-scripta,54.438258,-5.925851
Hyacinthoides non-scripta,54.576946,-5.791516
Hyacinthoides non-scripta,54.960784,-5.918524
Hyacinthoides non-scripta,54.442712,-5.934105
Hyacinthoides non-scripta,55.178219,-6.687077
Hyacinthoides non-scripta,52.154123,-0.94369
Hyacinthoides non-scripta,51.515185,-0.837475
Hyacinthoides non-scripta,51.402747,0.07131
Hyacinthoides non-scripta,56.175744,-3.098392
Hyacinthoides non-scripta,50.862217,0.610875
Hyacinthoides hispanica,51.816614,-1.627633
Hyacinthoides non-scripta,52.828458,-4.506999
Hyacinthoides non-scripta,50.731105,-2.840957
Hyacinthoides non-scripta,51.601514,-0.913386
Hyacinthoides non-scripta,55.832537,-4.393705
Hyacinthoides non-scripta,53.806659,-2.776754
Hyacinthoides non-scripta,54.161111,-2.93316
Hyacinthoides non-scripta,51.440566,-2.321871
Hyacinthoides non-scripta,51.773394,-2.162492
Hyacinthoides non-scripta,54.159674,-2.932974
Hyacinthoides non-scripta,50.711743,-3.203058
Hyacinthoides non-scripta,51.470439,-1.571716
Hyacinthoides non-scripta,51.232236,0.071522
Hyacinthoides non-scripta,51.191228,-0.35293
Hyacinthoides non-scripta,50.800828,-3.458368
Hyacinthoides non-scripta,51.289374,-0.817372
Hyacinthoides non-scripta,52.53849,-2.787643
Hyacinthoides non-scripta,50.916399,-0.417565
Hyacinthoides non-scripta,52.784016,-2.437118
Hyacinthoides non-scripta,50.764361,-3.236595
Hyacinthoides non-scripta,51.795358,-2.142851
Hyacinthoides non-scripta,50.200586,-5.172765
Hyacinthoides non-scripta,51.601411,-0.911945
Hyacinthoides non-scripta,55.950496,-2.583252
Hyacinthoides non-scripta,51.240864,-0.365484
Hyacinthoides non-scripta,51.191228,-0.35293
Hyacinthoides non-scripta,52.001143,-4.968265
Hyacinthoides non-scripta,50.993122,-2.008712
Hyacinthoides non-scripta,56.205147,-4.756799
Hyacinthoides non-scripta,56.203819,-4.755897
Hyacinthoides non-scripta,55.950496,-2.583252
Hyacinthoides non-scripta,52.128736,-2.355149
Hyacinthoides non-scripta,51.469916,-1.576328
Hyacinthoides non-scripta,53.114512,-3.253075
Hyacinthoides non-scripta,52.825097,-4.508587
Hyacinthoides non-scripta,50.993122,-2.008712
Hyacinthoides non-scripta,50.862631,0.612462
Hyacinthoides non-scripta,51.44915,-3.599966
Hyacinthoides non-scripta,52.539863,-2.783834
Hyacinthoides non-scripta,50.816397,-1.34748
Hyacinthoides non-scripta,51.178073,-0.540674
Hyacinthoides non-scripta,51.289374,-0.817372
Hyacinthoides non-scripta,52.533704,-2.7908
Hyacinthoides non-scripta,56.205503,-4.752954
Hyacinthoides non-scripta,51.466498,-1.575784
Hyacinthoides non-scripta,50.731517,-2.846207
Hyacinthoides non-scripta,53.1246,-4.033059
Hyacinthoides non-scripta,50.731105,-2.840957
Hyacinthoides non-scripta,51.191041,-0.346068
Hyacinthoides non-scripta,51.501555,-3.740262
Hyacinthoides non-scripta,50.726605,-2.841443
Hyacinthoides non-scripta,50.915916,-0.415163
Hyacinthoides non-scripta,50.729036,-2.841061
Hyacinthoides non-scripta,53.806659,-2.776754
Hyacinthoides non-scripta,54.232583,-3.316168
Hyacinthoides non-scripta,51.801171,-0.259005
Hyacinthoides non-scripta,50.920728,-0.41187
Hyacinthoides non-scripta,51.173746,-0.504189
Hyacinthoides non-scripta,51.601343,-0.914257
Hyacinthoides non-scripta,52.440279,-1.65403
Hyacinthoides non-scripta,51.999813,-4.963952
Hyacinthoides non-scripta,51.776898,-2.164679
Hyacinthoides non-scripta,51.518688,-0.846177
Hyacinthoides non-scripta,51.185282,-0.35214
Hyacinthoides non-scripta,50.726605,-2.841443
Hyacinthoides non-scripta,51.171837,-0.509687
Hyacinthoides hispanica,50.829045,-0.175288
Hyacinthoides non-scripta,52.533333,-2.792415
Hyacinthoides non-scripta,52.381945,-1.600861
Hyacinthoides non-scripta,51.950791,-0.411247
Hyacinthoides non-scripta,51.171566,-0.502543
Hyacinthoides non-scripta,50.920794,-0.416705
Hyacinthoides non-scripta,50.318876,-3.614236
Hyacinthoides non-scripta,54.302281,-0.91298
Hyacinthoides non-scripta,52.128176,-2.361865
Hyacinthoides non-scripta,54.163073,-2.811138
Hyacinthoides non-scripta,56.176308,-3.105657
Hyacinthoides non-scripta,51.470282,-1.577908
Hyacinthoides non-scripta,53.124425,-4.027521
Hyacinthoides non-scripta,52.001143,-4.968265
Hyacinthoides non-scripta,51.950791,-0.411247
Hyacinthoides non-scripta,51.515185,-0.837475
Hyacinthoides non-scripta,54.162176,-2.810814
Hyacinthoides non-scripta,50.31817,-3.613229
Hyacinthoides non-scripta,53.339729,-2.247692
Hyacinthoides non-scripta,51.793018,-2.144439
Hyacinthoides hispanica,50.825436,-0.180256
Hyacinthoides non-scripta,56.175321,-3.105467
Hyacinthoides non-scripta,56.560968,-5.257086
Hyacinthoides non-scripta,56.027167,-5.620563
Hyacinthoides non-scripta,56.363709,-5.150342
Hyacinthoides non-scripta,55.80666,-5.472322
Hyacinthoides non-scripta,56.218269,-5.541762
Hyacinthoides non-scripta,55.999796,-5.634045
Hyacinthoides non-scripta,55.731255,-5.593091
Hyacinthoides non-scripta,56.059123,-5.446796
Hyacinthoides non-scripta,55.721821,-5.608154
Hyacinthoides non-scripta,56.310228,-5.469404
Hyacinthoides non-scripta,56.194095,-5.442778
Hyacinthoides non-scripta,56.556312,-5.263196
Hyacinthoides non-scripta,55.815629,-5.473121
Hyacinthoides non-scripta,56.558192,-5.260103
Hyacinthoides non-scripta,55.990356,-5.6492
Hyacinthoides non-scripta,56.282871,-5.483087
Hyacinthoides non-scripta,56.537557,-5.376289
Hyacinthoides non-scripta,56.058674,-5.462825
Hyacinthoides non-scripta,56.273904,-5.482271
Hyacinthoides non-scripta,56.55644,-5.258324
Hyacinthoides non-scripta,56.558192,-5.260103
Hyacinthoides non-scripta,55.730788,-5.608982
Hyacinthoides non-scripta,56.559259,-5.253683
Hyacinthoides non-scripta,56.036134,-5.621403
Hyacinthoides non-scripta,56.473893,-5.403117
Hyacinthoides non-scripta,56.409325,-5.46221
Hyacinthoides non-scripta,56.216407,-5.606133
Hyacinthoides non-scripta,56.05957,-5.430767
Hyacinthoides non-scripta,56.555416,-5.263119
Hyacinthoides non-scripta,56.51153,-5.341453
Hyacinthoides non-scripta,56.55644,-5.258324
Hyacinthoides non-scripta,56.193645,-5.458863
Hyacinthoides non-scripta,56.482861,-5.40392
Hyacinthoides non-scripta,56.55644,-5.258324
Hyacinthoides non-scripta,56.561907,-5.255538
Hyacinthoides non-scripta,53.337978,-1.372433
Hyacinthoides non-scripta,53.337577,-1.3816
Hyacinthoides non-scripta,53.386564,-1.517861
Hyacinthoides non-scripta,53.460149,-1.499181
Hyacinthoides non-scripta,53.340019,-1.375933
Hyacinthoides non-scripta,53.405783,-1.626172
Hyacinthoides hispanica,53.338405,-1.385343
Hyacinthoides non-scripta,53.405908,-1.623087
Hyacinthoides non-scripta,53.834325,-2.471292
Hyacinthoides non-scripta,53.48649,-2.73665
Hyacinthoides non-scripta,51.395233,-1.773383
Hyacinthoides non-scripta,54.824459,-1.885699
Hyacinthoides non-scripta,54.980788,-1.799191
Hyacinthoides non-scripta,54.008035,-2.777801
Hyacinthoides non-scripta,50.99731,0.10226
Hyacinthoides non-scripta,53.470143,-2.612408
Hyacinthoides non-scripta,53.264044,-1.921913
Hyacinthoides non-scripta,53.892116,-2.293939
Hyacinthoides non-scripta,50.94559,0.43389
Hyacinthoides non-scripta,53.108759,-1.568469
Hyacinthoides non-scripta,53.842403,-2.480699
Hyacinthoides non-scripta,51.080377,-0.523477
Hyacinthoides non-scripta,55.721774,-4.881025
Hyacinthoides non-scripta,57.498235,-6.437023
Hyacinthoides non-scripta,54.52733,-0.94566
Hyacinthoides non-scripta,53.831292,-2.483209
Hyacinthoides non-scripta,55.135486,-1.917624
Hyacinthoides non-scripta,52.68853,1.20798
Hyacinthoides non-scripta,53.825966,-2.487186
Hyacinthoides non-scripta,52.175851,-2.959265
Hyacinthoides non-scripta,53.490681,-2.760302
Hyacinthoides non-scripta,53.565483,-2.789708
Hyacinthoides non-scripta,53.470628,-2.808913
Hyacinthoides non-scripta,50.98586,0.09508
Hyacinthoides non-scripta,54.757653,-1.585941
Hyacinthoides non-scripta,52.115997,0.701277
Hyacinthoides non-scripta,52.548127,1.404749
Hyacinthoides non-scripta,53.993957,-2.774758
Hyacinthoides non-scripta,53.532682,-2.30793
Hyacinthoides non-scripta,54.38749,-2.856905
Hyacinthoides non-scripta,51.407396,-2.23857
Hyacinthoides non-scripta,53.480332,-2.716647
Hyacinthoides non-scripta,53.481682,-2.715967
Hyacinthoides non-scripta,53.549442,-2.777617
Hyacinthoides non-scripta,53.158349,-1.326771
Hyacinthoides non-scripta,53.34224,-1.48803
Hyacinthoides non-scripta,55.773528,-4.849153
Hyacinthoides non-scripta,52.644292,1.307447
Hyacinthoides non-scripta,53.494581,-3.051612
Hyacinthoides non-scripta,54.77697,-1.559312
Hyacinthoides non-scripta,51.377564,-1.995319
Hyacinthoides non-scripta,53.48023,-2.69924
Hyacinthoides non-scripta,53.478647,-2.70418
Hyacinthoides non-scripta,53.830701,-2.484004
Hyacinthoides non-scripta,53.52729,-2.303664
Hyacinthoides non-scripta,53.341323,-1.472833
Hyacinthoides non-scripta,51.406027,-2.240234
Hyacinthoides non-scripta,50.863411,-0.102511
Hyacinthoides non-scripta,54.008771,-2.777663
Hyacinthoides non-scripta,50.89328,0.64917
Hyacinthoides non-scripta,50.95738,-1.17689
Hyacinthoides non-scripta,52.92296,1.040661
Hyacinthoides non-scripta,53.340019,-1.375933
Hyacinthoides non-scripta,53.249681,-1.502143
Hyacinthoides non-scripta,54.008771,-2.777663
Hyacinthoides non-scripta,52.737141,1.264768
Hyacinthoides non-scripta,53.993873,-2.77426
Hyacinthoides non-scripta,52.043687,-0.477061
Hyacinthoides non-scripta,54.5267,-2.28514
Hyacinthoides non-scripta,50.98836,-0.26576
Hyacinthoides non-scripta,53.478732,-2.712057
Hyacinthoides non-scripta,51.408151,-2.237771
Hyacinthoides non-scripta,50.798427,0.109753
Hyacinthoides hispanica,54.546982,-5.691105
Hyacinthoides non-scripta,53.841794,-2.481162
Hyacinthoides non-scripta,51.854334,-0.546545
Hyacinthoides non-scripta,52.637266,-2.481684
Hyacinthoides non-scripta,53.85711,-2.505913
Hyacinthoides non-scripta,53.578314,-2.3145
Hyacinthoides non-scripta,51.860308,-0.544164
Hyacinthoides non-scripta,52.616884,-2.895027
Hyacinthoides non-scripta,52.352441,1.6187
Hyacinthoides non-scripta,52.958944,-1.37376
Hyacinthoides non-scripta,50.98628,0.09236
Hyacinthoides non-scripta,53.826755,-2.519061
Hyacinthoides non-scripta,52.141908,-2.666281
Hyacinthoides non-scripta,52.022793,-2.985134
Hyacinthoides non-scripta,52.13003,-3.060544
Hyacinthoides non-scripta,53.781143,-2.384739
Hyacinthoides non-scripta,53.543961,-2.205869
Hyacinthoides non-scripta,53.393181,-2.883006
Hyacinthoides non-scripta,52.68553,1.19943
Hyacinthoides non-scripta,53.47968,-2.701467
Hyacinthoides non-scripta,50.793923,0.12005
Hyacinthoides non-scripta,53.540487,-2.178117
Hyacinthoides non-scripta,54.031306,-2.907561
Hyacinthoides non-scripta,53.479755,-2.711168
Hyacinthoides non-scripta,51.408951,-2.237059
Hyacinthoides non-scripta,54.724306,-1.590215
Hyacinthoides non-scripta,52.818164,1.212593
Hyacinthoides non-scripta,53.470091,-2.707711
Hyacinthoides non-scripta,53.564166,-2.789827
Hyacinthoides non-scripta,55.809012,-4.857908
Hyacinthoides non-scripta,53.558477,-2.828193
Hyacinthoides non-scripta,53.286562,-1.551147
Hyacinthoides non-scripta,53.258335,-1.799094
Hyacinthoides non-scripta,54.791939,-1.576298
Hyacinthoides non-scripta,55.659661,-4.824746
Hyacinthoides non-scripta,54.846216,-2.865823
Hyacinthoides non-scripta,51.405913,-2.240213
Hyacinthoides non-scripta,53.556195,-2.784138
Hyacinthoides non-scripta,51.837951,-2.654019
Hyacinthoides non-scripta,53.473013,-2.607305
Hyacinthoides non-scripta,53.628566,-2.09506
Hyacinthoides non-scripta,52.120246,-2.381883
Hyacinthoides non-scripta,53.694764,-2.09888
Hyacinthoides non-scripta,51.406937,-2.2408
Hyacinthoides non-scripta,53.834623,-2.470901
Hyacinthoides non-scripta,53.481443,-2.716413
Hyacinthoides non-scripta,51.997055,-2.824348
Hyacinthoides hispanica,55.49573,-1.629597
Hyacinthoides non-scripta,52.62576,-2.909982
Hyacinthoides non-scripta,50.791407,0.105038
Hyacinthoides non-scripta,53.471264,-2.766634
Hyacinthoides non-scripta,50.776288,0.164502
Hyacinthoides non-scripta,51.407294,-2.241611
Hyacinthoides non-scripta,52.698766,1.350726
Hyacinthoides non-scripta,52.268005,-2.624209
Hyacinthoides non-scripta,50.97922,0.08284
Hyacinthoides non-scripta,51.996848,-2.853475
Hyacinthoides non-scripta,54.008279,-2.777804
Hyacinthoides non-scripta,53.33868,-2.867058
Hyacinthoides non-scripta,53.565796,-2.783674
Hyacinthoides non-scripta,52.947681,-1.361038
Hyacinthoides non-scripta,52.538179,1.156316
Hyacinthoides non-scripta,53.546139,-2.570273
Hyacinthoides non-scripta,52.44134,-3.23296
Hyacinthoides non-scripta,53.18976,-1.640218
Hyacinthoides non-scripta,54.441742,-2.619424
Hyacinthoides non-scripta,52.246875,1.618702
Hyacinthoides non-scripta,52.789705,-1.533602
Hyacinthoides non-scripta,52.812074,-1.472204
Hyacinthoides non-scripta,52.735208,-2.675295
Hyacinthoides non-scripta,51.9979,-2.693272
Hyacinthoides hispanica,51.89182,-0.569336
Hyacinthoides non-scripta,53.978153,-2.698422
Hyacinthoides non-scripta,53.563112,-2.807145
Hyacinthoides non-scripta,51.40864,-2.234687
Hyacinthoides non-scripta,55.510535,-4.281062
Hyacinthoides non-scripta,51.40727,-2.241409
Hyacinthoides non-scripta,53.386197,-2.832305
Hyacinthoides non-scripta,52.24249,-0.51364
Hyacinthoides non-scripta,53.61017,-2.502895
Hyacinthoides non-scripta,53.842219,-2.480923
Hyacinthoides non-scripta,53.842684,-2.485709
Hyacinthoides non-scripta,52.500066,-2.806254
Hyacinthoides non-scripta,54.765725,-1.57474
Hyacinthoides non-scripta,50.94615,-0.35328
Hyacinthoides non-scripta,51.88796,-0.57717
Hyacinthoides non-scripta,52.35571,-2.656646
Hyacinthoides non-scripta,53.395672,-2.781442
Hyacinthoides non-scripta,51.409133,-2.23722
Hyacinthoides non-scripta,53.612463,-2.741026
Hyacinthoides non-scripta,53.21274,-1.60473
Hyacinthoides non-scripta,55.729325,-4.87045
Hyacinthoides non-scripta,53.553511,-2.693249
Hyacinthoides non-scripta,53.859741,-2.424985
Hyacinthoides non-scripta,51.856247,-0.533845
Hyacinthoides non-scripta,52.24123,-1.11326
Hyacinthoides non-scripta,52.043056,0.8625
Hyacinthoides non-scripta,50.98458,0.08772
Hyacinthoides non-scripta,55.509785,-4.2731
Hyacinthoides hispanica,52.125183,0.663365
Hyacinthoides hispanica,52.179283,0.639432
Hyacinthoides non-scripta,53.44593,-2.636906
Hyacinthoides non-scripta,51.407415,-2.237748
Hyacinthoides non-scripta,52.558472,0.84177
Hyacinthoides non-scripta,53.615833,-2.695278
Hyacinthoides non-scripta,52.813631,-3.073401
Hyacinthoides non-scripta,53.466467,-2.70321
Hyacinthoides non-scripta,53.213063,-1.38172
Hyacinthoides non-scripta,53.397068,-2.809476
Hyacinthoides non-scripta,53.840648,-2.48126
Hyacinthoides non-scripta,53.340437,-1.473379
Hyacinthoides non-scripta,57.25356,-6.107347
Hyacinthoides non-scripta,52.461208,-3.169308
Hyacinthoides non-scripta,53.470974,-2.704409
Hyacinthoides non-scripta,54.75593,-1.582677
Hyacinthoides non-scripta,53.02434,-1.35224
Hyacinthoides non-scripta,53.619747,-2.401292
Hyacinthoides non-scripta,53.490681,-2.760302
Hyacinthoides non-scripta,51.081091,-0.530164
Hyacinthoides hispanica,52.462409,1.732944
Hyacinthoides non-scripta,53.833395,-2.483614
Hyacinthoides non-scripta,53.57488,-2.679632
Hyacinthoides non-scripta,52.934826,-1.293918
Hyacinthoides non-scripta,52.21119,-3.033205
Hyacinthoides non-scripta,51.953416,-0.422578
Hyacinthoides non-scripta,50.87898,0.65062
Hyacinthoides non-scripta,50.970829,-0.915918
Hyacinthoides non-scripta,56.101942,-3.36727
Hyacinthoides non-scripta,53.467441,-2.701234
Hyacinthoides non-scripta,53.480077,-2.716308
Hyacinthoides non-scripta,53.822027,-2.394741
Hyacinthoides non-scripta,53.396303,-1.729768
Hyacinthoides non-scripta,50.79152,0.108732
Hyacinthoides non-scripta,53.830037,-2.487681
Hyacinthoides non-scripta,52.666142,-2.549995
Hyacinthoides non-scripta,53.405822,-2.876388
Hyacinthoides non-scripta,51.886714,-0.163356
Hyacinthoides hispanica,53.338413,-1.385303
Hyacinthoides non-scripta,53.561,-2.786863
Hyacinthoides non-scripta,53.766486,-2.445791
Hyacinthoides non-scripta,53.470144,-2.807979
Hyacinthoides non-scripta,53.528648,-2.306671
Hyacinthoides non-scripta,52.141989,-2.65167
Hyacinthoides non-scripta,52.415124,1.700252
Hyacinthoides non-scripta,53.338348,-1.373405
Hyacinthoides non-scripta,53.339967,-1.474043
Hyacinthoides non-scripta,52.04548,1.02547
Hyacinthoides non-scripta,53.398923,-2.796182
Hyacinthoides non-scripta,53.466282,-2.702838
Hyacinthoides non-scripta,53.537169,-2.346233
Hyacinthoides non-scripta,50.864007,-0.101453
Hyacinthoides non-scripta,54.751813,-1.33003
Hyacinthoides non-scripta,55.0398,-1.664326
Hyacinthoides non-scripta,53.337577,-1.3816
Hyacinthoides non-scripta,54.978773,-1.69452
Hyacinthoides non-scripta,53.842124,-2.480979
Hyacinthoides non-scripta,53.842012,-2.483104
Hyacinthoides non-scripta,52.02825,-2.611025
Hyacinthoides non-scripta,54.009992,-2.780065
Hyacinthoides non-scripta,53.62778,-2.632857
Hyacinthoides non-scripta,50.76066,0.26422
Hyacinthoides non-scripta,53.619727,-2.562359
Hyacinthoides non-scripta,52.84795,-1.59131
Hyacinthoides non-scripta,53.94785,-2.790769
Hyacinthoides non-scripta,53.680468,-2.696487
Hyacinthoides non-scripta,53.488449,-2.067767
Hyacinthoides non-scripta,53.530334,-2.307888
Hyacinthoides non-scripta,50.849925,-0.446594
Hyacinthoides non-scripta,53.389972,-2.816683
Hyacinthoides non-scripta,54.860686,-1.981553
Hyacinthoides non-scripta,51.854935,-0.546383
Hyacinthoides non-scripta,53.341378,-1.472657
Hyacinthoides non-scripta,53.829826,-2.483938
Hyacinthoides non-scripta,53.993988,-2.774618
Hyacinthoides non-scripta,52.04967,-3.09703
Hyacinthoides non-scripta,54.3004,-2.78771
Hyacinthoides non-scripta,50.98523,0.0924
Hyacinthoides non-scripta,53.569894,-2.195701
Hyacinthoides non-scripta,52.243317,0.717797
Hyacinthoides non-scripta,52.413698,1.700745
Hyacinthoides non-scripta,54.296205,-2.737082
Hyacinthoides non-scripta,53.580538,-2.698367
Hyacinthoides non-scripta,50.912049,-0.189159
Hyacinthoides non-scripta,54.007967,-2.777927
Hyacinthoides non-scripta,52.14272,1.119878
Hyacinthoides non-scripta,50.952702,-0.101823
Hyacinthoides non-scripta,52.671844,1.348664
Hyacinthoides non-scripta,53.843921,-2.487612
Hyacinthoides non-scripta,51.407414,-2.238242
Hyacinthoides non-scripta,51.97168,1.048055
Hyacinthoides non-scripta,52.718224,1.378138
Hyacinthoides non-scripta,50.9871,0.09231
Hyacinthoides non-scripta,53.439762,-2.140792
Hyacinthoides non-scripta,52.063954,-2.424507
Hyacinthoides non-scripta,51.822889,-0.314686
Hyacinthoides non-scripta,57.592701,-6.360596
Hyacinthoides non-scripta,51.346834,-2.316414
Hyacinthoides non-scripta,53.338425,-1.37337
Hyacinthoides non-scripta,54.268951,-0.488814
Hyacinthoides non-scripta,51.407273,-2.237962
Hyacinthoides non-scripta,55.168411,-1.707202
Hyacinthoides non-scripta,50.941319,-1.593106
Hyacinthoides non-scripta,53.46958,-2.698895
Hyacinthoides non-scripta,53.626362,-2.640469
Hyacinthoides non-scripta,54.758104,-1.573795
Hyacinthoides non-scripta,53.455112,-2.870905
Hyacinthoides non-scripta,51.988066,-2.824183
Hyacinthoides non-scripta,53.881849,-2.689139
Hyacinthoides non-scripta,57.056917,-6.50235
Hyacinthoides non-scripta,53.448525,-2.657663
Hyacinthoides non-scripta,53.841679,-2.481084
Hyacinthoides non-scripta,52.411553,1.700447
Hyacinthoides non-scripta,53.576038,-2.32225
Hyacinthoides non-scripta,50.786656,0.09915
Hyacinthoides non-scripta,50.978403,-0.022067
Hyacinthoides non-scripta,53.174806,-1.523847
Hyacinthoides non-scripta,53.336377,-2.876291
Hyacinthoides non-scripta,53.556713,-2.785055
Hyacinthoides non-scripta,53.211775,-1.652845
Hyacinthoides non-scripta,53.84235,-2.48047
Hyacinthoides non-scripta,53.635272,-2.871233
Hyacinthoides non-scripta,50.861644,-0.637867
Hyacinthoides non-scripta,52.373385,-2.630174
Hyacinthoides non-scripta,53.831815,-2.471388
Hyacinthoides non-scripta,54.878338,-1.695403
Hyacinthoides non-scripta,52.718046,-2.512182
Hyacinthoides non-scripta,53.48022,-2.699335
Hyacinthoides non-scripta,51.998149,-2.649578
Hyacinthoides non-scripta,53.838194,-2.490269
Hyacinthoides non-scripta,52.718046,-2.512182
Hyacinthoides non-scripta,53.455067,-2.871075
Hyacinthoides non-scripta,54.734291,-1.59062
Hyacinthoides non-scripta,51.931894,-2.490162
Hyacinthoides non-scripta,53.292982,-1.684861
Hyacinthoides non-scripta,51.860421,-0.544132
Hyacinthoides hispanica,52.824403,-2.854023
Hyacinthoides non-scripta,57.61045,-6.17238
Hyacinthoides non-scripta,53.560225,-2.563073
Hyacinthoides non-scripta,53.399446,-2.800946
Hyacinthoides non-scripta,53.558232,-2.819833
Hyacinthoides non-scripta,50.98879,0.09419
Hyacinthoides non-scripta,53.712875,-2.654838
Hyacinthoides non-scripta,53.490938,-3.051206
Hyacinthoides non-scripta,52.464875,-3.17146
Hyacinthoides non-scripta,53.39668,-2.756801
Hyacinthoides non-scripta,53.316058,-1.640908
Hyacinthoides non-scripta,55.35296,-2.42327
Hyacinthoides non-scripta,53.441838,-1.979654
Hyacinthoides non-scripta,51.821133,-0.317653
Hyacinthoides non-scripta,51.08028,-0.522909
Hyacinthoides non-scripta,50.93021,-1.310458
Hyacinthoides non-scripta,53.636436,-2.642548
Hyacinthoides non-scripta,50.98541,0.09212
Hyacinthoides non-scripta,53.339722,-1.378333
Hyacinthoides non-scripta,54.15245,-2.77826
Hyacinthoides non-scripta,54.759872,-1.574672
Hyacinthoides non-scripta,53.468999,-2.706874
Hyacinthoides non-scripta,51.112125,-1.982534
Hyacinthoides non-scripta,52.243283,0.71926
Hyacinthoides non-scripta,54.270574,-0.492824
Hyacinthoides non-scripta,53.391351,-1.727203
Hyacinthoides non-scripta,51.408801,-2.236914
Hyacinthoides non-scripta,53.77691,-2.63582
Hyacinthoides non-scripta,53.996673,-2.778429
Hyacinthoides non-scripta,53.637173,-2.689352
Hyacinthoides non-scripta,50.882523,-0.210944
Hyacinthoides non-scripta,53.844083,-2.488149
Hyacinthoides non-scripta,53.490759,-3.050821
Hyacinthoides non-scripta,53.391339,-2.883014
Hyacinthoides non-scripta,53.542603,-2.35195
Hyacinthoides non-scripta,52.689819,-2.748569
Hyacinthoides non-scripta,53.843911,-2.473508
Hyacinthoides non-scripta,53.634362,-2.627203
Hyacinthoides non-scripta,52.097877,-2.475849
Hyacinthoides non-scripta,53.470322,-2.805703
Hyacinthoides non-scripta,52.41982,-3.18799
Hyacinthoides non-scripta,52.625873,-2.895211
Hyacinthoides non-scripta,53.354827,-1.797815
Hyacinthoides non-scripta,51.01021,-0.65312
Hyacinthoides non-scripta,53.451979,-2.626094
Hyacinthoides non-scripta,53.466968,-2.701746
Hyacinthoides non-scripta,51.388993,-1.784119
Hyacinthoides hispanica,52.655417,-2.437534
Hyacinthoides non-scripta,52.414762,1.701407
Hyacinthoides non-scripta,51.482639,-2.209546
Hyacinthoides non-scripta,53.27325,-1.919385
Hyacinthoides non-scripta,52.993432,-1.775369
Hyacinthoides non-scripta,53.470781,-2.697403
Hyacinthoides non-scripta,51.899705,-2.560954
Hyacinthoides non-scripta,50.95225,-0.101699
Hyacinthoides non-scripta,50.98991,0.09648
Hyacinthoides non-scripta,50.99741,0.10255
Hyacinthoides non-scripta,53.866645,-2.237492
Hyacinthoides non-scripta,51.407662,-2.237888
Hyacinthoides non-scripta,54.767277,-1.559425
Hyacinthoides non-scripta,53.668522,-2.597058
Hyacinthoides non-scripta,52.604388,1.458392
Hyacinthoides non-scripta,54.757656,-1.575073
Hyacinthoides non-scripta,52.934152,-1.294004
Hyacinthoides non-scripta,53.33911,-1.3713
Hyacinthoides non-scripta,53.336246,-2.876162
Hyacinthoides non-scripta,53.682694,-2.701773
Hyacinthoides non-scripta,51.408122,-2.234326
Hyacinthoides non-scripta,53.572625,-2.678119
Hyacinthoides non-scripta,51.411622,-2.239487
Hyacinthoides non-scripta,53.612885,-2.158626
Hyacinthoides non-scripta,51.025085,0.009153
Hyacinthoides non-scripta,53.395662,-2.781397
Hyacinthoides non-scripta,53.739306,-2.676567
Hyacinthoides non-scripta,53.83606,-2.483445
Hyacinthoides non-scripta,51.978973,-2.838575
Hyacinthoides non-scripta,57.51121,-6.180637
Hyacinthoides non-scripta,53.844618,-2.492173
Hyacinthoides non-scripta,52.710764,-2.421066
Hyacinthoides non-scripta,52.700364,-2.437983
Hyacinthoides non-scripta,53.709262,-2.658226
Hyacinthoides non-scripta,53.324406,-1.914911
Hyacinthoides non-scripta,53.338056,-1.371944
Hyacinthoides non-scripta,50.956743,-1.005447
Hyacinthoides non-scripta,50.92328,0.48549
Hyacinthoides non-scripta,54.787382,-1.662472
Hyacinthoides non-scripta,51.423551,-2.057695
Hyacinthoides non-scripta,51.983587,0.81768
Hyacinthoides non-scripta,54.76311,-1.555286
Hyacinthoides non-scripta,51.408268,-2.236718
Hyacinthoides non-scripta,51.407715,-2.238352
Hyacinthoides non-scripta,53.704278,-2.658919
Hyacinthoides non-scripta,53.350059,-1.455253
Hyacinthoides non-scripta,51.998068,-2.664143
Hyacinthoides non-scripta,53.624805,-2.260361
Hyacinthoides non-scripta,52.129897,-3.07515
Hyacinthoides non-scripta,51.389672,-1.780952
Hyacinthoides non-scripta,53.559321,-2.786082
Hyacinthoides non-scripta,52.43319,-3.22793
Hyacinthoides hispanica,51.895485,-0.579853
Hyacinthoides non-scripta,51.080814,-0.529602
